"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"kb2d","Santafe Steak (Robinsan Kanchanaburi)","Thai","4.8","(100+)","Kanchanaburi"
"o6ou","Auntie Anne's (Robinson Kanchanaburi)","American","4.7","(500+)","Kanchanaburi"
"k9nb","Jolly Frog","International","4.6","(100+)","Kanchanaburi"
"i1vq","Thaledong YumZap Mhala","Korean","4.7","(100+)","Kanchanaburi"
"p6sr","Mon Khaw Mun Gai Ma Ha Chai","Thai","4.7","(1000+)","Kanchanaburi"
"i5lh","Meecha and Pasapa Cafe","Beverages","4.8","(100+)","Kanchanaburi"
"f4sy","Black Ristretto","Beverages","4.8","(1000+)","Kanchanaburi"
"l1nz","Pizza Hut (Lotus Karnchanaburi)","Italian","4.8","(500+)","Kanchanaburi"
"f5fa","Lamoon (Kanchanaburi)","Beverages","4.9","(100+)","Kanchanaburi"
"o3xs","Pizza Me","Pizza","4.7","(100+)","Kanchanaburi"
"xvyc","Ban Tua T Arhan Tam Sang","Thai","4.2","(24)","Kanchanaburi"
"p5rq","No Bar","Thai","4.6","(100+)","Kanchanaburi"
"m8ee","Joke Bangkok Kanchanaburi","Thai","4.7","(500+)","Kanchanaburi"
"av9t","Hey Kuaitiao Kai","Thai","4.7","(3)","Kanchanaburi"
"l5bh","28ml Specialty Coffee and Tea Bar (Kanchanaburi)","Beverages","4.8","(100+)","Kanchanaburi"
"qjtf","Siesta Cafe","Beverages","4.8","(36)","Kanchanaburi"
"feaq","Midnight Kai Ton Khaomankai Pratunam (PTT Sala Klang Kanchanaburi)","Thai","4.9","(35)","Kanchanaburi"
"uo9p","Jae Bow Phon La Mai Sod Dong Chae Yen","Thai","5","(19)","Kanchanaburi"
"s0wy","Som Tum Srimuang Kan","Thai","4.5","(100+)","Kanchanaburi"
"kvzr","Noom Ban Yang Restaurant","Thai","5","(26)","Kanchanaburi"
"f9ah","Baanpranakorn","Thai","4.9","(1000+)","Kanchanaburi"
"j6kh","ZaP Pak Somtum Grilled Chicken","Thai","4.6","(500+)","Kanchanaburi"
"k3jk","Nattaya Guaytiew Ped","Thai","4.8","(500+)","Kanchanaburi"
"bxcc","Da Lha Fresh Coffee","Beverages","4.3","(2)","Kanchanaburi"
"n1ms","Phu Tong","Thai","4.5","(18)","Kanchanaburi"
"cqpt","Crepe Lub Lub","Thai","4.8","(100+)","Kanchanaburi"
"zkc9","Mecha Cha Nom Kai Mook","Beverages","5","(5)","Kanchanaburi"
"vu1z","Cha Nom Khaimuk Nam Pan Nam Chong ME KETO","Beverages","4.6","(100+)","Kanchanaburi"
"ac6a","Maya Coffee","Beverages","4.7","(100+)","Kanchanaburi"
"y04s","Kluay Tod Khun Ya Hiso (Koh Samrong)","Thai","4.5","(28)","Kanchanaburi"
"i9wz","Sompong Noodle 2","Thai","4.7","(1000+)","Kanchanaburi"
"fen8","Marracha Cha Nom Khai Mook","Beverages","4.7","(23)","Kanchanaburi"
"fe49","Mango Restaurant","Thai","4.9","(100+)","Kanchanaburi"
"i4un","South Kitchen Rueangrong Phaisan Ville 3","Thai","4.7","(100+)","Kanchanaburi"
"p9vr","Pen Ta Zaap by Chef Champ","Thai","4.7","(1000+)","Kanchanaburi"
"eje2","Mon Tam Sung","Thai","4.7","(100+)","Kanchanaburi"
"n6is","MK Restaurant (BigC Kanchanaburi)","Thai","4.8","(100+)","Kanchanaburi"
"h4ot","KFC (Wang Saraphi)","American","4.7","(500+)","Kanchanaburi"
"e5xt","The Attic","Beverages","4.7","(100+)","Kanchanaburi"
"jwm6","Coffee Na​ Baan and Khraw Baan Mai","Beverages","4.9","(62)","Kanchanaburi"
"o4yo","JK Steak","Western","4.8","(100+)","Kanchanaburi"
"s0ac","BuaYeem ArHanTamSung","Thai","4.8","(100+)","Kanchanaburi"
"j6of","Watchamas Coffee and Phonlamai Sod Pun","Beverages","4.2","(69)","Kanchanaburi"
"mtz3","Kapao Mae Baitoey","Thai","4.7","(100+)","Kanchanaburi"
"f0pa","Baan Lung Chuan Suan Pa Tiw","Thai","4.6","(100+)","Kanchanaburi"
"i9tj","NONGPHO CAFE","Beverages","4.8","(100+)","Kanchanaburi"
"j6id","House's Grandmother Beverage","Beverages","4.9","(100+)","Kanchanaburi"
"mn48","Mister Donut (Big C Kanchanaburi)","American","4.8","(100+)","Kanchanaburi"
"rjgq","Manocha (TMK Park Kanchanaburi)","Beverages","5","(4)","Kanchanaburi"
"ptkt","Kaprao Online by Jae Phet","Thai","4.8","(100+)","Kanchanaburi"
"j5im","Ler Pra Dak","Thai","4.4","(500+)","Kanchanaburi"
"q9v8","Je Juk Rakhung Thong","Thai","4.6","(29)","Kanchanaburi"
"swhm","1323 Noodle House","Thai","4.8","(100+)","Kanchanaburi"
"zq3u","The Duck Shabu","Japanese","4.5","(100+)","Kanchanaburi"
"bhdm","Kanom Pang 5 Kon Kub Pla 2 Tua Homemade Bakery","Thai","5","(11)","Kanchanaburi"
"ldog","Cinnamon Coffee","Beverages","4.5","(38)","Kanchanaburi"
"hm9s","Bellinee’s Bake & Brew (River Khwae Bridge)","Beverages","4.4","(12)","Kanchanaburi"
"sc0z","Nampun Kab Pangping","Beverages","4.1","(46)","Kanchanaburi"
"p0pq","Starbucks (TMK Park Kanchanaburi)","Beverages","4.9","(500+)","Kanchanaburi"
"mz91","Khrua Khaw Mai","Thai","4.7","(33)","Kanchanaburi"
"hn46","Len Sen (Phattanakarn)","Thai","5","(21)","Kanchanaburi"
"qjcw","Aroi Dee","Fast Food","5","(10)","Kanchanaburi"
"hxtn","Safe Zone Cafe","Beverages","4.9","(57)","Kanchanaburi"
"abzo","Tiaw Tiaw (Sa Phan Kham Mae Nam Kwai)","Thai","4.8","(9)","Kanchanaburi"
"whkq","Krua Sri Prai","Thai","4.9","(12)","Kanchanaburi"
"dq9v","EATSMITH","Thai","4.8","(62)","Kanchanaburi"
"k97a","Hop Chafe (Prakop Service)","Beverages","4.5","(66)","Kanchanaburi"
"p8zn","Popcorn Major (TMK Park Kanchanaburi)","International","5","(76)","Kanchanaburi"
"n6yw","Pa Jeed Tom Yum Khai Noodle","Thai","5","(42)","Kanchanaburi"
"n696","Somtum Khon Ban Hao (Nong Bua)","Thai","5","(3)","Kanchanaburi"
"i4ts","Rak Kan Na","Thai","4.5","(48)","Kanchanaburi"
"wf1o","Reeb Sung Arhantamsung","Thai","4.7","(64)","Kanchanaburi"
"new5","Bann Shabu","Japanese","4.4","(7)","Kanchanaburi"
"ae1w","Khao Kluk Nam Prik Kapi Khun Ya (Tha Makham)","Thai","4.5","(19)","Kanchanaburi"
"hqdr","Tum Lao Chow Wang","Thai","4.5","(21)","Kanchanaburi"
"i8ve","Dunkin' (Lotus Tha Muang)","International","4.9","(39)","Kanchanaburi"
"o211","Je Wan Chernchim","Thai","4.7","(100+)","Kanchanaburi"
"m7of","Sorn Chai Duck Roasted in Salt","Thai","4.7","(20)","Kanchanaburi"
"tyvq","Krua Keaw Ta","Thai","4.9","(27)","Kanchanaburi"
"g8ii","The Pizza Company (TMK Park Kanchanaburi)","Italian","4.7","(500+)","Kanchanaburi"
"ith1","JK Steak House (Branch 3)","Thai","3.9","(19)","Kanchanaburi"
"p2az","Dak Duan Kai Yang","Thai","4.2","(100+)","Kanchanaburi"
"btwg","19 Burger (Thamuang)","Western","5","(47)","Kanchanaburi"
"cpoa","GuayTiew Rua Go Aoo (Tha Moung)","Thai","4.9","(100+)","Kanchanaburi"
"l19x","Ja Ae 3 Fresh Fruit","Thai","4.8","(85)","Kanchanaburi"
"g49f","Mhoo Saab Thamuang","Thai","4.5","(100+)","Kanchanaburi"
"p6jv","Ko Min","Thai","4.8","(100+)","Kanchanaburi"
"vdmq","Kaewkan Factory (ฺ Bakery and Kanomthai )","Thai","5","(25)","Kanchanaburi"
"g3w4","Kai Thod Style Korea Oppa (Tha Muang)","Korean","4.6","(73)","Kanchanaburi"
"r0wl","Nong Pang Arhantamsang (Soi Mini Big C Tha Muang)","Thai","4.8","(100+)","Kanchanaburi"
"oq1s","Aroi Mai Sum Jum Sood Mai Dai by Khee Lhao Thum","Thai","4.9","(100+)","Kanchanaburi"
"be1h","Krua But Uncle","Thai","4.5","(100+)","Kanchanaburi"
"vz4s","Ran Kaew (Thamuang)","Thai","4.7","(100+)","Kanchanaburi"
"n6vt","The Fire Bear","Beverages","4.5","(100+)","Kanchanaburi"
"s4ze","Cha na","Beverages","4.8","(100+)","Kanchanaburi"
"gagy","Krua Moo Dad Deaw Tamsung","Thai","4.5","(94)","Kanchanaburi"
"k4il","Khao Mok Kai Thamuang","Thai","4.7","(100+)","Kanchanaburi"
"jbqe","Ka Fong Gafae Coffee and Tea","Beverages","5","(18)","Kanchanaburi"
"zowf","Na Rimvaree","Thai","4.7","(25)","Kanchanaburi"
"r6pu","Nam Tao Hu Ban Chan Thamuang","Beverages","4.7","(100+)","Kanchanaburi"
"qwxy","Tiew mhoo toon Lhang wang","Thai","4.8","(52)","Kanchanaburi"
"kno7","J Wash Car Care and Coffee","Beverages","5","(1)","Kanchanaburi"
"bl9t","Pa Jinda Arhan Tam Sang","Thai","4.6","(73)","Kanchanaburi"
"mnx5","Je Koy Kai Tod Nampla","Thai","5","(2)","Kanchanaburi"
"f2ca","Daao Dayn Ice Cream","Beverages","4.5","(100+)","Kanchanaburi"
"lejh","Tao Fai Ai Un","International","3.4","(15)","Kanchanaburi"
"n12n","Bua Loy Kati Sod ( Pha Suk Market )","Thai","4.7","(36)","Kanchanaburi"
"m4dy","Volk Crape Bor kor sor","Thai","4.2","(100+)","Kanchanaburi"
"q8bu","Heli  Coffee","Beverages","4.9","(100+)","Kanchanaburi"
"j0mi","Bang Nan Tea","Beverages","4.2","(66)","Kanchanaburi"
"n8qn","HIAHUA BaMee Kiew","Thai","4.9","(500+)","Kanchanaburi"
"y2l3","Joke MaeBoonRod PinkCar Original","Thai","4.6","(100+)","Kanchanaburi"
"r8em","Kuay Jab and Suki Damnein Je Tukta","Thai","4.8","(100+)","Kanchanaburi"
"jea0","TEA INN","Beverages","4.7","(100+)","Kanchanaburi"
"u4n9","Lookchin Kanokphet","Thai","4.6","(100+)","Kanchanaburi"
"jzln","Ko Leng Guay Tiew Tom Yum","Thai","4.8","(5)","Kanchanaburi"
"g9ws","The Giant Lion by I Ya Cha (Kanchanaburi)","Beverages","4.5","(500+)","Kanchanaburi"
"o2es","Laab Somtum Yum Saab","Thai","4.4","(100+)","Kanchanaburi"
"o2ld","Kalato And Coffee","Thai","4.6","(100+)","Kanchanaburi"
"wfbr","R Cha Cafe (Kanchanaburi)","Beverages","5","(55)","Kanchanaburi"
"k3xj","Anno Takoyaki 2","Japanese","4.4","(100+)","Kanchanaburi"
"zwof","Look Chin Tod Lae Yam La Baht","Thai","4.9","(55)","Kanchanaburi"
"p1mj","Jae Wanna Chicken Rice","Thai","4.6","(100+)","Kanchanaburi"
"l3ha","Long Dui Khowpad Pooh","Thai","4.9","(20)","Kanchanaburi"
"n3ni","Ko Deng Yaek Jong Charoen","Thai","5","(98)","Kanchanaburi"
"da1q","Ko Thin Arhantamsung","Thai","4.9","(37)","Kanchanaburi"
"j8pd","K'Nid Kanom Kha Moo","Thai","4.7","(100+)","Kanchanaburi"
"nqpr","Joke Phasuk (Joke HedHom)","Thai","4.6","(100+)","Kanchanaburi"
"f7ba","Pang Kon Thong Kanchanaburi","Thai","4.6","(500+)","Kanchanaburi"
"q8ae","Meedee","Thai","4.8","(100+)","Kanchanaburi"
"p0gz","Do Love Farm Cafe and Restaurant","International","4.7","(100+)","Kanchanaburi"
"n3xf","Zab Jung Wa","Thai","3.2","(64)","Kanchanaburi"
"qmke","Chao Doi Coffee (Muang Kanchanaburi)","Thai","4.4","(37)","Kanchanaburi"
"n8vc","Je Meaw Chicken Rice and Noodle Pork","Thai","4.6","(100+)","Kanchanaburi"
"jf0k","Yen Nee Kin Ar Rai","Thai","5","(6)","Kanchanaburi"
"pndc","Moo Ping Sood Fan Chan (Muang Kan Pharmacy)","Thai","4.8","(75)","Kanchanaburi"
"h8xd","Jor Jarn Ahan Tam Sang KaengPa Tomyam Khao Rat","Thai","4.3","(100+)","Kanchanaburi"
"q3by","Mung Ming Radna Mhoo Muk and Cha Nom Khaimook (Authong Road)","Thai","4.6","(500+)","Kanchanaburi"
"m6ng","Jay Lek Tamsung","Thai","4.2","(17)","Kanchanaburi"
"n9ia","Hma La Zab Sading","Thai","4.4","(100+)","Kanchanaburi"
"o3pl","Babin and Pancake","Thai","4.8","(100+)","Kanchanaburi"
"i6vn","Joke Ta Auea","Thai","4.6","(100+)","Kanchanaburi"
"q1nq","Malee Mee Cake","International","5","(33)","Kanchanaburi"
"k5zv","Khao Mun Kai Pom Sor Hor (Torung Kanchanaburi Market)","Thai","4.8","(100+)","Kanchanaburi"
"ctdj","Mas Stay at Cafe","Beverages","4.9","(80)","Kanchanaburi"
"i4nn","JOR JARN Noodle Namtok Tomyam Man Kai Mu Krop","Thai","4.5","(500+)","Kanchanaburi"
"s5jq","Kon Me Nom Cafe","Thai","4.6","(1000+)","Kanchanaburi"
"of1f","Wan Khao Mun Kai and KuayTeaw (Night Market near UOB)","Thai","4.6","(100+)","Kanchanaburi"
"ffyg","Mao Mun Sai Yang Khor Mhoo Yang","Thai","2.6","(3)","Kanchanaburi"
"n0hw","Joek Khaotom and Yentafour (Pom Sor Hor)","Thai","4.7","(500+)","Kanchanaburi"
"o1ti","Khaw Soy Soi Praisanee","Thai","4.3","(89)","Kanchanaburi"
"ru5c","Noo Pa Khao Na Ped","Thai","2.1","(18)","Kanchanaburi"
"j2yi","Hoy Tod Pad Thai Mae Boon Chuay","Thai","4.4","(100+)","Kanchanaburi"
"yk0q","Soy Milk Khun Tu","Beverages","4.9","(15)","Kanchanaburi"
"l0bx","Take Home Cafe","Beverages","4.8","(58)","Kanchanaburi"
"qr4q","Kori-i","Beverages","4.7","(100+)","Kanchanaburi"
"s4gj","Nam Tao Hu Tao Huay (Nha Sang Su Ri 2)","Thai","4.9","(100+)","Kanchanaburi"
"r7zw","Dessert Mother's Boonchuy","Thai","4.5","(500+)","Kanchanaburi"
"o0ir","Sushi Corner","Japanese","4.6","(100+)","Kanchanaburi"
"r1fo","Kanomwan Dumnoen and Kaphopla (Pom Sor Hor)","Thai","4.4","(100+)","Kanchanaburi"
"i6vy","Moo pao ying chup","Thai","4.7","(100+)","Kanchanaburi"
"o9ub","Crepe Buffet Muang Kan","Desserts","4.5","(100+)","Kanchanaburi"
"n9am","Bann Sittisang","Beverages","4.5","(65)","Kanchanaburi"
"f2kf","Kao Man Gai Nai Teung Neut","Thai","4.8","(500+)","Kanchanaburi"
"f6qf","Je Waew Look Chin Tod Chuk Don (Soi Chai Chumpol)","Thai","4.8","(100+)","Kanchanaburi"
"j7vc","Mina  Roti Chukdon","Indian","3","(28)","Kanchanaburi"
"o17t","Pang Ping Whan Cham","Thai","4.6","(100+)","Kanchanaburi"
"cylt","MooPlaRa KampangMuangKan","Thai","4.9","(31)","Kanchanaburi"
"uzpz","Khot Ga Phrao (Baan Nuea)","Asian","4.8","(10)","Kanchanaburi"
"e7ji","Jay Jaew Saa Kaa Song","Thai","4.4","(100+)","Kanchanaburi"
"naoo","Taraburee Restaurant","Thai","3.8","(13)","Kanchanaburi"
"e0qu","Ka Nom Beuang Tang Taek Chukdon","Thai","4.5","(100+)","Kanchanaburi"
"zpy4","Nen Nom Pang Yen and I Tim Pun","Thai","4.7","(57)","Kanchanaburi"
"lv7g","Khaokreab Pak Mor Apple","Vietnamese","4.8","(18)","Kanchanaburi"
"k0vk","Mhee Cha Bingsu","Thai","4.5","(100+)","Kanchanaburi"
"ifv6","Coracoa by Jaroensin Home (Uthong Villa)","Beverages","3.4","(30)","Kanchanaburi"
"vzxy","Su Kanom Whan","Thai","4.2","(60)","Kanchanaburi"
"pgjs","Khao Na Ped (A Chee Wa)  Branch 1","Thai","4.4","(100+)","Kanchanaburi"
"t1r5","Hey Jum","Thai","4.8","(8)","Kanchanaburi"
"rq4x","Ti Noi Niao Noom Moo Kai","Thai","5","(37)","Kanchanaburi"
"o9s4","Let's Eat","Asian","4.7","(6)","Kanchanaburi"
"f5bj","Krua U Aa Han","Thai","4.6","(95)","Kanchanaburi"
"juz9","Nui Tum Pak Ban","Thai","4.7","(55)","Kanchanaburi"
"n6rs","Ban SalaPao","Thai","4.7","(78)","Kanchanaburi"
"xnjy","Mild Coffee Smoothie and Dessert","Beverages","5","(58)","Kanchanaburi"
"pol7","Husain KhaoMokKai","Thai","4.9","(37)","Kanchanaburi"
"h3kp","Westory","Thai","4.6","(79)","Kanchanaburi"
"ubkr","Chao Nua Thong","Western","5","(9)","Kanchanaburi"
"frq7","Aim Aroi Arhan Tam Sung","Thai","4.5","(53)","Kanchanaburi"
"ob3v","Durm Bar Cafe","Thai","4.3","(33)","Kanchanaburi"
"ztpr","Kaew Ahan Nuea","Thai","4.8","(100+)","Kanchanaburi"
"mg9y","Kanom Na Dee Deee Dee","International","5","(15)","Kanchanaburi"
"ofeg","Tiao Ong Cafe","Thai","4.8","(55)","Kanchanaburi"
"q3um","Chicken Mala Noodle Gun eang","Thai","4.8","(1000+)","Kanchanaburi"
"i6dv","Aei Aei Zab Wer","Thai","4.6","(1000+)","Kanchanaburi"
"kd59","Look Chin Kanokphet (7 Huana)","Thai","4.8","(9)","Kanchanaburi"
"kwh9","Khaw Tom Lert Rod (Kanchanaburi)","Thai","4.3","(97)","Kanchanaburi"
"w9t7","Kai Khayom Khayao (Mini Big C Huana)","Thai","3.8","(3)","Kanchanaburi"
"cujp","Krua Dek Baan Nok","Thai","5","(1)","Kanchanaburi"
"gzpg","D.Duck Noodle","Thai","4.1","(25)","Kanchanaburi"
"p4ei","Ninja  Cafe","Japanese","4.9","(53)","Kanchanaburi"
"su7b","Yok Yor","Thai","4.5","(61)","Kanchanaburi"
"cgh7","Storybook Coffee","Beverages","4","(15)","Kanchanaburi"
"bpvu","KhaoMunKai Baitaey RomFak","Thai","4.5","(100+)","Kanchanaburi"
"n6uc","Par Yo ArHanTamSung","Thai","4.4","(2000+)","Kanchanaburi"
"l3lz","LE SOURIRE CAFE","Thai","4.6","(56)","Kanchanaburi"
"vmw0","Kanom Whan Ko Ahh Thanam Kan","Thai","5","(30)","Kanchanaburi"
"eq5p","Gor Kor Cor Fine Tea and Drinks","Beverages","4.5","(4)","Kanchanaburi"
"zg37","Kluay Tub Ling Bua Thanam","Thai","4.9","(53)","Kanchanaburi"
"gcno","Preaw Pak JJ (Branch 2)","Thai","5","(13)","Kanchanaburi"
"wfna","Arhan Tam Sang Ko Rat","Thai","4.9","(82)","Kanchanaburi"
"nqr5","Pad Thai Boran (Seven Eleven Hua Na)","Thai","5","(4)","Kanchanaburi"
"i7wp","Chai 4 soi Praisanee","Thai","4.6","(100+)","Kanchanaburi"
"dz4s","Moophara Cooked to order Kanchanaburi Br","Thai","1","(1)","Kanchanaburi"
"oniy","Meatball Yum vs Mhala","Thai","5","(9)","Kanchanaburi"
"fqnp","Dohn Yum Rod Som","Thai","4","(2)","Kanchanaburi"
"cf8e","BiRu IZAKAYA and Yakiniku","Japanese","4.8","(53)","Kanchanaburi"
"i2ou","Aom Teen  Kai","Thai","4.6","(100+)","Kanchanaburi"
"zxhd","Kanompangping-Joyjoy","Thai","5","(18)","Kanchanaburi"
"f5id","PAN KHAM HOM (Robinson Kanchanaburi)","International","4.6","(100+)","Kanchanaburi"
"jc0m","Thueng Phrik Thueng Khrueang","Thai","4.3","(4)","Kanchanaburi"
