"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"u6ob","McDonald's (Fairy Plaza Khonkaen)","American","4.7","(1000+)","Khon Kaen"
"vhfs","Hedge Kaffe","Beverages","5","(24)","Khon Kaen"
"owzr","Guay Tiew Pok Pok","Thai","4.8","(100+)","Khon Kaen"
"wlbm","Larb Moo Rod Ded Chao Kao","Thai","5","(8)","Khon Kaen"
"n515","Ake Ozone Nomsod Pun Soi Anamai 2","Beverages","4.9","(100+)","Khon Kaen"
"w6nd","Arkanay Beef Noodles","Thai","4.6","(100+)","Khon Kaen"
"e5gd","Thai Chai Yo Boat Noodles","Thai","4.8","(500+)","Khon Kaen"
"dorr","Select Steak Bar and Teaw La Yum x7","Thai","4.1","(19)","Khon Kaen"
"o0rh","Ma Heng Kao Mun Kai Khon Kaen (Anamai Road)","Thai","4.8","(100+)","Khon Kaen"
"i2my","Attarod","Thai","4.8","(100+)","Khon Kaen"
"rq2t","Khao Soy Tong Pad","Northern Thai","5","(32)","Khon Kaen"
"v0ls","Raja Pedyang (College of Asian Scholars)","Thai","4.3","(100+)","Khon Kaen"
"e8ce","Grilled Banana Hin Lava by Par Ann","Thai","4.9","(16)","Khon Kaen"
"b7je","Ratna Yot Phak Nai Sak Ban Phai","Thai","4.8","(100+)","Khon Kaen"
"a2ww","365 AREA","Beverages","4.8","(100+)","Khon Kaen"
"j7ba","Kao Tom Pla Mueang Chol","Thai","4.6","(70)","Khon Kaen"
"z7nv","Nong Ploy Thai Food","Thai","4.6","(500+)","Khon Kaen"
"w9se","Noi Grilled Chicken","Isan Thai","4.6","(1000+)","Khon Kaen"
"yp3x","Nook Nick Nomsod (Na 7-11 Ratchamongkol)","Beverages","4.9","(73)","Khon Kaen"
"s4bq","Dor Dook Moo Ping","Thai","4.5","(100+)","Khon Kaen"
"ia98","Ka Prao Damage","Thai","4.8","(100+)","Khon Kaen"
"ojeh","Mhan Ka Phrao Phrik Hang (Khon Kaen)","Thai","2.7","(17)","Khon Kaen"
"x9xr","Mongmao Cafe (Sithan)","Beverages","4.8","(100+)","Khon Kaen"
"f4wi","Coco Station","Beverages","4.8","(100+)","Khon Kaen"
"uojv","Pearly Tea (PTT Station Maliwan 1 KK - 98020)","Beverages","4.8","(100+)","Khon Kaen"
"o4lj","Jae Am Tum Zab","Thai","4.7","(500+)","Khon Kaen"
"i9ew","MK Restaurant (Big C Khonkaen)","Thai","4.7","(100+)","Khon Kaen"
"c6fh","Uncle Duck Cafe","Thai","4.5","(22)","Khon Kaen"
"x0pf","New Khrua Puean","Thai","4.3","(86)","Khon Kaen"
"o3hl","The Best Cafe","Beverages","4.9","(26)","Khon Kaen"
"lyok","Fuji Matcha Cafe","Japanese","4.8","(6)","Khon Kaen"
"c2pr","No Mi Cha (Non Tun)","Beverages","4.6","(500+)","Khon Kaen"
"u0wf","Gingson Ice Cream","Thai","4.8","(100+)","Khon Kaen"
"ecg1","Santafe Steak (BigC Khonkaen)","International","4.8","(100+)","Khon Kaen"
"i5ma","Nut Guay Tiew Kai Ma-ra","Thai","4.9","(100+)","Khon Kaen"
"q87v","Good Nhamnueang - KKU","Thai","4.6","(51)","Khon Kaen"
"g8ww","Farm Sook Cafe at KKU","International","4.6","(13)","Khon Kaen"
"tkfa","Burger King (Ton Tan Market)","American","4.8","(100+)","Khon Kaen"
"h2am","Rhan Ban Pam","Thai","4.7","(100+)","Khon Kaen"
"p1pg","A-Han Tamsung GSN","Thai","4.5","(100+)","Khon Kaen"
"a0ln","Khao Piak Khon Kaen Branch","Vietnamese","4.5","(100+)","Khon Kaen"
"euu4","Khiang Rat Na Si Chan (Complex KKU 2)","Thai","4.5","(100+)","Khon Kaen"
"w8xj","Mae Nong Larb Ped (Ban Sri Than)","Thai","4.5","(100+)","Khon Kaen"
"xl5q","Man Kitchen Arhan Tam Sang Khao Pla Kae","Thai","5","(46)","Khon Kaen"
"y6jh","Doctor Fish Noodle","Thai","4.5","(100+)","Khon Kaen"
"v1ih","Temaim Arharntamsung","Thai","4.6","(500+)","Khon Kaen"
"a6ov","Sam Aor Im Aroy Thai Food","Thai","4.7","(500+)","Khon Kaen"
"h488","Pai Lab Ped","Thai","4.8","(100+)","Khon Kaen"
"oaxt","Khapao Nay Chang","Asian","4.2","(3)","Khon Kaen"
"u3vc","Kuai Tiao Ruea Rungsit","Thai","4.6","(1000+)","Khon Kaen"
"jw8y","Por Pia Khun Nai","Asian","4.7","(2)","Khon Kaen"
"u8ci","Krua Khun Rung","Thai","4.5","(2000+)","Khon Kaen"
"og1l","Sweet Mania Cafe Milk","International","4.9","(100+)","Khon Kaen"
"b9ob","Tom Kay Hoi","Thai","4.9","(46)","Khon Kaen"
"qaxg","Pudthai Inter Rop Bueng Road","Thai","4.7","(100+)","Khon Kaen"
"v9w6","Nanna Bake","Thai","4.3","(47)","Khon Kaen"
"z8ag","Luk Jeab Nom Sod","Beverages","4.4","(100+)","Khon Kaen"
"kta3","Rosniyom Noodle","Thai","5","(24)","Khon Kaen"
"i18m","Kuma Brown (Khon Kaen)","Beverages","2.7","(23)","Khon Kaen"
"d7wb","Newbury Coffee House (Lhung Mor)","Beverages","4.8","(100+)","Khon Kaen"
"fmjc","Cha Mania (Khon Kaen University)","Beverages","5","(10)","Khon Kaen"
"bsfi","Ae Pung Ping Tao Than (Police Station of KKU)","Thai","4.8","(100+)","Khon Kaen"
"a6ac","Somtum internet (Mor phak)","Thai","4.5","(500+)","Khon Kaen"
"u2kw","Hummingbird Tea Cup","Thai","4.3","(100+)","Khon Kaen"
"r1j6","Guay Tiew Rod Sing (Hor Pad Lung Market)","Thai","5","(46)","Khon Kaen"
"q9fo","Yai Tia Tamsang","Thai","4.3","(100+)","Khon Kaen"
"u4kk","Kak Jiew Boat Noodle","Thai","4.7","(100+)","Khon Kaen"
"y9id","CHA FROM HOME ฺBubble Milk Tea - Rim Bueng Khan Nakhon","Beverages","4.6","(100+)","Khon Kaen"
"c7iu","Nam Pun Pee Noi","Beverages","4.7","(48)","Khon Kaen"
"ywog","Pee Bee Arharn Tam Sung","Thai","4.2","(51)","Khon Kaen"
"pwsx","Hod Laew (Sila)","Thai","4.9","(100+)","Khon Kaen"
"pscj","Khun Noi Roi Krok","Thai","4.7","(55)","Khon Kaen"
"b4rn","Bung On Kaprao Rom Mama Oh On","Thai","4","(100+)","Khon Kaen"
"k5ai","Mongmao Cafe (Muang Kao)","Beverages","5","(29)","Khon Kaen"
"xu3i","Holla Cafe","Beverages","4.7","(17)","Khon Kaen"
"treb","Quinns One and Only","Indian","4.8","(56)","Khon Kaen"
"g4fz","Roasting Room Hommon Cafe","Thai","4.4","(7)","Khon Kaen"
"y3eo","Chester's (Lotus Khon Kaen)","International","4.6","(2000+)","Khon Kaen"
"qegs","Pa Korn Ar Han Tam Sung","Thai","4.5","(76)","Khon Kaen"
"s05x","Khao Soi Mueang Nuea 89","Thai","5","(37)","Khon Kaen"
"hedm","Somtam Ta App","Thai","4.4","(7)","Khon Kaen"
"jhjv","Nom Jean Khun Aod (Siharat Decho Chai)","Thai","5","(9)","Khon Kaen"
"hg5e","Shabushi (Khon Kaen Non Muang)","Japanese","4.1","(44)","Khon Kaen"
"bmj0","Hwan Jung​ Food​ and​ Bakery","Thai","4.8","(100+)","Khon Kaen"
"b2mj","Yen Kao Chao Kafae","Thai","4.8","(100+)","Khon Kaen"
"itr8","Guay Jub by Beam","Thai","4.9","(100+)","Khon Kaen"
"t5e5","Lookchin Tod Ponlamai Buffet","Thai","5","(40)","Khon Kaen"
"o5qf","Krua Nong Mai","Thai","4.9","(1000+)","Khon Kaen"
"zopp","Khaosen","Thai","5","(46)","Khon Kaen"
"pukj","Ra Yum Tum Nua","Thai","4.6","(100+)","Khon Kaen"
"xhtm","Baan Nom","Thai","4.7","(100+)","Khon Kaen"
"d5zh","Yay Rem Noodle","Thai","4","(100+)","Khon Kaen"
"o1vu","Suphap Pochana","Thai","4.8","(100+)","Khon Kaen"
"l6gh","Suan Aharn Nong Mai","Thai","4.6","(100+)","Khon Kaen"
"a7bb","Yong Charoen Coffee","Beverages","4.8","(100+)","Khon Kaen"
"b8wr","Pa Sri Arhan Tamsung","Thai","4.4","(50)","Khon Kaen"
"twk1","Somtam Khrok Taek and Lukchin Yuen Kin","Thai","5","(3)","Khon Kaen"
"fid0","Tuy Pochana","Thai","4.7","(54)","Khon Kaen"
"g5gd","Guay Tiew Ruea Yodniyom (PTT Bueng Nong Khot)","Thai","4.6","(100+)","Khon Kaen"
"wxc3","Guay Jub Ubon by Tato","Thai","5","(40)","Khon Kaen"
"q0xl","KFC (Big C Kranuan)","American","4.6","(500+)","Khon Kaen"
"kkha","Guay Tiew Mhoo Tun Lae Look Chin Thod Yay Duang","Thai","4.7","(67)","Khon Kaen"
"sj07","Pung Ping Yen Rarn Khun Wan","Thai","4.8","(13)","Khon Kaen"
"sh49","Kita Tea Stand (Kranuan)","Beverages","4.9","(100+)","Khon Kaen"
"dzbe","Ran Ta Waan A-Roi Tuk Yang (Ror 8)","Thai","4.2","(77)","Khon Kaen"
"n9rr","Phummint Cake Nom Sod","International","4.2","(19)","Khon Kaen"
"suo9","New You Cafe","Beverages","4.9","(100+)","Khon Kaen"
"wvit","Krua So Jeng","Thai","4.8","(100+)","Khon Kaen"
"gqls","Semi way  coffee","Beverages","5","(1)","Khon Kaen"
"r8ev","Pass Coffee Roaster (Phuree Coffee)","Beverages","5","(1000+)","Khon Kaen"
"ocq3","Siri Cafe","Beverages","4.9","(100+)","Khon Kaen"
"a5zj","Som Tum Pao Pak","Thai","4.1","(100+)","Khon Kaen"
"kn3k","Pud Thai Hiso","Thai","4.7","(100+)","Khon Kaen"
"rnit","Ganes Coffee and Bakery","Beverages","5","(47)","Khon Kaen"
"eq9f","Jingjing Nam Som","Desserts","5","(7)","Khon Kaen"
"l5u2","Champ Bamee Kiew","Thai","4.6","(100+)","Khon Kaen"
"j0ck","Guay Tieow Champ Kao Mun Kai","Thai","4.8","(73)","Khon Kaen"
"p1my","Khun Ying Tum Tum","Thai","4.8","(100+)","Khon Kaen"
"j8rt","Cha Ranger","Beverages","4.6","(100+)","Khon Kaen"
"l29g","Where. Coffee","Beverages","4.8","(100+)","Khon Kaen"
"ik8m","Yai Pa Tum Pa","Thai","4.6","(100+)","Khon Kaen"
"tfkq","Guay Tiew Ruea Took Pak (Kranuan)","Thai","5","(91)","Khon Kaen"
"pgdm","Kanom Tian Yay Lae","Thai","5","(26)","Khon Kaen"
"l66t","Khao Kha Moo Dap Toon","Thai","4.9","(100+)","Khon Kaen"
"o7kq","Cherry and James","International","4.4","(100+)","Khon Kaen"
"iesg","Sahai Kra Prau","Thai","4.8","(500+)","Khon Kaen"
"a8is","Pizza Hot","Italian","4.7","(500+)","Khon Kaen"
"ug7i","1995 Fan Cafe and Studio","Desserts","5","(1)","Khon Kaen"
"b1rb","Nom pung","Thai","4.7","(2000+)","Khon Kaen"
"j3sn","Rotniyom Noodle (Ban Phai)","Thai","4.8","(100+)","Khon Kaen"
"d0tc","1993 Coffee","Beverages","4.9","(500+)","Khon Kaen"
"a94v","Guay Tiew Ruea Khao Kaeng Pak Tai Long Lae","Thai","4.8","(100+)","Khon Kaen"
"rrzg","Ran Arhan Ta Wan Na","Thai","5","(21)","Khon Kaen"
"u70v","Bamboo Cha Banphai","Beverages","4.7","(100+)","Khon Kaen"
"b5mm","Som Tum Ban Phai","Thai","4","(500+)","Khon Kaen"
"isgp","Kebab Cheese Egg E Egg Egg","Middle Eastern","5","(20)","Khon Kaen"
"rcmm","หอมหวานเย็น","Desserts","4.9","(5)","Khon Kaen"
"b6tj","Up to you","Beverages","4.6","(100+)","Khon Kaen"
"mg4s","Krua Ka Long","Thai","4.5","(28)","Khon Kaen"
"qj27","Madam Crispy Pork","Thai","4.8","(58)","Khon Kaen"
"i0wr","Kai Yang Wichia Buri Che Nang","Thai","4.5","(100+)","Khon Kaen"
"m1ww","Rad Na Yodpak Naisak Banpai (Sakha2 Saikrang)","Thai","4.7","(500+)","Khon Kaen"
"wt7z","Nai Soi Cafe","Beverages","4.9","(100+)","Khon Kaen"
"q9gl","Sathani milk","Beverages","4.6","(100+)","Khon Kaen"
"j1l2","Sangkasi Coffee","Beverages","4.8","(23)","Khon Kaen"
"wy3y","Took Kuai Tiao Kai Toon (Phai Daeng Food Center)","Thai","4.8","(100+)","Khon Kaen"
"nxm6","Somtam Kai Ong Pen Ball Tam Zaab","Thai","4.2","(26)","Khon Kaen"
"f0w9","Poon Ka Pun Fried Tofu","Thai","4","(4)","Khon Kaen"
"c3to","Pong Neng Coffee","Beverages","4.9","(100+)","Khon Kaen"
"a4zh","Tawan Boat Noodle","Thai","4.8","(500+)","Khon Kaen"
"mi57","Jae Duang Zabb Ver Som Tam Kai Aong","Thai","4.5","(78)","Khon Kaen"
"p52i","Cha Nom Pe Meeh","Beverages","5","(4)","Khon Kaen"
"d2rc","Kao Mun Kai Pumpui","Thai","4.8","(1000+)","Khon Kaen"
"h8uk","Country House","Beverages","5","(100+)","Khon Kaen"
"e5py","Krua Luem Aim","Thai","4.6","(1000+)","Khon Kaen"
"o4r8","Tam Yum Som Tam Nuar (Baan Phai)","Thai","4.4","(100+)","Khon Kaen"
"b3gf","Peang Por","Thai","4.7","(100+)","Khon Kaen"
"b4wu","Yoknew Coffee","Beverages","4.7","(100+)","Khon Kaen"
"g92p","เดอะนัว","Thai","4.8","(32)","Khon Kaen"
"e7mi","To Lo Larb Koi","Thai","4.5","(100+)","Khon Kaen"
"jbum","Kafae Mobile","Beverages","4.7","(8)","Khon Kaen"
"lgme","Nid Tum Teaw","Thai","4.9","(100+)","Khon Kaen"
"lojw","Jud Peak","Beverages","4.9","(100+)","Khon Kaen"
"o8rc","Nong Aom Sin R-Han Tam Sang","Thai","4.3","(100+)","Khon Kaen"
"a1fv","Nam Nueang Krua Buarean","Thai","4.6","(500+)","Khon Kaen"
"h3wj","Tanom Pra Pao","Thai","4.6","(100+)","Khon Kaen"
"f2qd","Krua Jeapae","Thai","4.5","(500+)","Khon Kaen"
"e1xa","Money Cha","Beverages","4.7","(100+)","Khon Kaen"
"a2ms","Chim Plern Halal Food","Asian","4.8","(2000+)","Khon Kaen"
"c4ik","Copper​ Cafe","Beverages","4.7","(100+)","Khon Kaen"
"d3hj","Sod Chuen Milk and Fruit","Beverages","4.9","(100+)","Khon Kaen"
"mxs4","Pizza Mana (Ban Phai)","Italian","5","(28)","Khon Kaen"
"anbb","Por Prateep Boat Noodle (Soi Look Bua)","Thai","4.6","(100+)","Khon Kaen"
"b1ic","Lan Phai Coffee","Thai","4.6","(2000+)","Khon Kaen"
"nnni","Bai Ya by First","Thai","4.9","(100+)","Khon Kaen"
"s6uo","Mister Donut (Big C Banphai)","American","4.8","(100+)","Khon Kaen"
"q59m","Krua Baan Chef","Thai","4.4","(100+)","Khon Kaen"
"m5of","Popcorn Major (Major Cineplex Big C Ban Phai)","International","4.9","(73)","Khon Kaen"
"r8s2","Pak Soi Moo Kata Aharn Tam Sung","Thai","4.7","(100+)","Khon Kaen"
"c6l5","Bua Ngern Guay Jub Ubon","Thai","4.8","(100+)","Khon Kaen"
"qo27","เรื่องไก่ไก่ สาขาเมืองพล","Fast Food","4.8","(7)","Khon Kaen"
"o1j3","F and M Coffee","Beverages","4.7","(100+)","Khon Kaen"
"b6cc","Ch Chuan Chim Krao Tom Pla","Thai","4.5","(100+)","Khon Kaen"
"dys4","Cha Chum Kor Station","Beverages","4.8","(100+)","Khon Kaen"
"josx","Minni Cha Nom","Beverages","5","(5)","Khon Kaen"
"mi9l","Look Chin Tod Yuen Nueng Nam Jim Ros Det","Thai","4.3","(100+)","Khon Kaen"
"vwkg","Moo Thod Nai Chang Fai","Thai","4.7","(100+)","Khon Kaen"
"r8qc","Monkey Fly","Italian","4.5","(58)","Khon Kaen"
"w3r0","Kao Khai Kon","Thai","4.5","(54)","Khon Kaen"
"k0ax","Ruay Sub","Thai","4.7","(100+)","Khon Kaen"
"s0jg","Kui Chai Banpai by Golf","Thai","5","(23)","Khon Kaen"
"hj4r","Cha Payom (Ban Phai - Chonnabot Road)","Beverages","4.7","(50)","Khon Kaen"
"a0ak","Som Tum Turbo","Thai","4.5","(2000+)","Khon Kaen"
"gx7o","Pad Thai Chao Wang","Thai","4.7","(100+)","Khon Kaen"
"m3ow","D9 Coffee","Beverages","4.9","(64)","Khon Kaen"
"b8fb","Gulab Tam Sung","Thai","4.6","(1000+)","Khon Kaen"
"mb1o","Krua Sri Ma","Thai","4.8","(100+)","Khon Kaen"
"k8ya","Rod Ni Yom","Thai","4.8","(100+)","Khon Kaen"
"hoc2","Smile Every Cup","Beverages","4.8","(35)","Khon Kaen"
"i2l9","Baan Racha Nam Pun","Beverages","5","(19)","Khon Kaen"
"jdba","Guay Tiew Nuea Jae Wan","Thai","4.8","(100+)","Khon Kaen"
"xkdb","Chao Guay Teng Neung (Tops Plaza Phon)","Beverages","4.9","(58)","Khon Kaen"
"q9qf","Pang Pond","Thai","4.5","(500+)","Khon Kaen"
"yi1u","Khao Niew Ma Muang Mae Jaew Jao Kao","Thai","5","(81)","Khon Kaen"
"ugwk","Ploenchit Cafe","Beverages","5","(93)","Khon Kaen"
"r8ut","Chueng services","Chinese","4.9","(100+)","Khon Kaen"
"n17z","Jasmine Coffee Tea","Beverages","4.9","(37)","Khon Kaen"
