StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City
g424,Moo Ping Sut Boran Sut Mak Ang (Kamphaeng Phet),Thai,4.8,-39,Kamphaeng Phet
b4ga,Cafe Amazon (Kamphaengphet Hospital),Beverages,4.7,(2000+),Kamphaeng Phet
u49k,Waran Coffee,Beverages,4.9,-7,Kamphaeng Phet
a8cq,Kluay Ping Pa Vee,Thai,4.8,(100+),Kamphaeng Phet
tme0,Kafae abd Idin Cafe & Restaurant,Thai,5,-1,Kamphaeng Phet
nwid,Ran Guay Tiew (Warin Kindergarten),Thai,4.9,-32,Kamphaeng Phet
fqko,Je Dok Po Cha Na (Ta Lad Sod Tet Sa Ban),Thai,4.5,(100+),Kamphaeng Phet
pb1v,Leelawadee  Cafe,Beverages,4.9,-98,Kamphaeng Phet
y3tw,Jok Khao Tom Jom Palang,Thai,4.7,(100+),Kamphaeng Phet
plux,Kekhuairuamvej,Thai,5,-18,Kamphaeng Phet
y5zx,Mae Rin Bakery,International,4.8,-77,Kamphaeng Phet
wz31,Jin Pad Thai,Thai,3.8,(100+),Kamphaeng Phet
b8rp,Som Pit Phet Pa Loh,Thai,4.5,-58,Kamphaeng Phet
a2wx,Benjawan Khamoo,Thai,4.6,(500+),Kamphaeng Phet
y4gi,Ampresso Cafe,Beverages,4.8,(2000+),Kamphaeng Phet
i12k,Rosniyom Cha Kang Rao,Beverages,4.9,(100+),Kamphaeng Phet
fjfq,Sa La Pao Boran (Kamphaeng Phet),Chinese,4.9,(100+),Kamphaeng Phet
z4mp,Coffee Corner,Beverages,4.8,(100+),Kamphaeng Phet
tdtc,Om Yim Tom Lueat Mu,Thai,3.1,-33,Kamphaeng Phet
s5pl,Sai Kok Look Chin Tam Sang And Drinks,Thai,3.8,(100+),Kamphaeng Phet
q8cv,Nate Arhan Pa,Thai,4.6,(500+),Kamphaeng Phet
a8us,Fresh Coconut By Pa Samrit,Thai,4.4,-78,Kamphaeng Phet
uttb,Zaab Soi Tan Arhan Phuenbaan Arhan Pa,Thai,4.9,-11,Kamphaeng Phet
y1xk,Khrua Lung Ka-Fair,Thai,4.5,(1000+),Kamphaeng Phet
e0tv,Kai yang Phi Paew,Thai,4.6,(500+),Kamphaeng Phet
c1zz,KONG CHA,Beverages,4.7,(2000+),Kamphaeng Phet
d3ot,Jae Mod Tamsung,Thai,4.4,(100+),Kamphaeng Phet
rkc8,Charlee Cocoa Chocolate Premium Intense,International,4.7,-3,Kamphaeng Phet
c6ro,Je Pao Tam Sang,Thai,4.9,(100+),Kamphaeng Phet
zh74,Doodee,Thai,3.6,-83,Kamphaeng Phet
d5jl,Pakee LungYo Tamsang Dimon,Thai,4.1,(100+),Kamphaeng Phet
y6of,KFC (Big C Kamphangphet),American,4.6,(1000+),Kamphaeng Phet
c7g9,Cafe Amazon (Srakaew),Beverages,5,-5,Kamphaeng Phet
y3ik,Kao Kamoo Kapaotad Kru O,Thai,4.5,(4000+),Kamphaeng Phet
c6gw,kuaytiew Ruenjam,Thai,4.7,(100+),Kamphaeng Phet
x2qm,Boonruang Home Cafe and Bisto,Thai,4.7,(2000+),Kamphaeng Phet
ztmm,Khrua Ban Rao,Thai,4.5,(100+),Kamphaeng Phet
y381,Wayside coffee salow bar,Beverages,5,-5,Kamphaeng Phet
yor9,Krau Jareonsuk,Thai,4.6,(500+),Kamphaeng Phet
qlen,Leang Muang Cafe,Beverages,4.9,-15,Kamphaeng Phet
wd2i,Nescafe Street Cafe (Kamphaeng Phet),Beverages,4.4,-60,Kamphaeng Phet
cina,Ban Rai Kitchen Prik Thai Dam,Thai,5,-49,Kamphaeng Phet
is14,Warm Cup,Beverages,5,-5,Kamphaeng Phet
g7il,Cafe Amazon (Big C Kamphaeng Phet),Beverages,4.6,(1000+),Kamphaeng Phet
g8op,Pad Thai Pa Dam,Thai,4.7,(500+),Kamphaeng Phet
opi3,4 Yaek Fai Ka Phrib,Thai,4.7,-41,Kamphaeng Phet
gt48,Na Sert Nam Tao Hoo Pa Tong Ko,Beverages,3.7,-42,Kamphaeng Phet
z4cq,Kao Moo Deng Nakhon Pathom Sakha2,Thai,4.3,(1000+),Kamphaeng Phet
nwmg,Pun Thai Coffee (BPTG Kamphaeng Phet 1),Beverages,4.8,-11,Kamphaeng Phet
c1pz,Salakafe Arhannua,Thai,4.7,(100+),Kamphaeng Phet
z9kp,Lamoon Lin Coffee and Bingsu,Beverages,4.6,(100+),Kamphaeng Phet
i22c,Pee Wi Tamsang Kilo 2,Thai,4.9,(100+),Kamphaeng Phet
zhd9,Five Star Chicken (Seven Yeak Robinson Kamphaeng Phet),Thai,4.9,-41,Kamphaeng Phet
d9nl,Kuay Jub Khan Thep,Thai,4.3,(100+),Kamphaeng Phet
q2wk,Kayasart Cafe,เครื่องดื่ม,4.8,-86,Kamphaeng Phet
ed9g,Nong Chan Jao Fresh Fruit Kanom Jeeb and Drinks,อาหารไทย,4.5,-6,Kamphaeng Phet
b4qh,Baan Suan Kru Wilai,อาหารไทย,5,-30,Kamphaeng Phet
c8vi,Lew Soy Milk,เครื่องดื่ม,4.7,-63,Kamphaeng Phet
mdgk,Cha nom dek waen,เครื่องดื่ม,4.4,-55,Kamphaeng Phet
x3am,Tieow Tao Thai Noodle,อาหารไทย,4.6,(1000+),Kamphaeng Phet
x5ko,Sriwani Coffee,เครื่องดื่ม,4.6,(500+),Kamphaeng Phet
kab1,Gluay Ping Nai Au,อาหารไทย,5,-28,Kamphaeng Phet
scw4,Sen Klook Kumuang,อาหารไทย,4.9,(100+),Kamphaeng Phet
jpwy,Pad Thai Ho Kai Na Rong Pak Jao Kao,อาหารไทย,4.9,-43,Kamphaeng Phet
fhth,Thukchai Kuai Tiew Kai Tun,อาหารไทย,4.8,(100+),Kamphaeng Phet
beg8,Fluffy Slow Bar,เครื่องดื่ม,4.8,-27,Kamphaeng Phet
k4ks,Pearly Tea (PTT Nakhonchum),เครื่องดื่ม,5,-92,Kamphaeng Phet
a8um,Malin Coffee,เครื่องดื่ม,4.8,(500+),Kamphaeng Phet
bd06,Khao Pun Yan,ฟาสต์ฟู้ด,4.9,-7,Kamphaeng Phet
g0ig,Je Bee Arhan Tamsang KuaytiewKaiMara,อาหารไทย,4.5,(500+),Kamphaeng Phet
r571,Moo Ping Earn Khwan,อาหารไทย,4.8,-12,Kamphaeng Phet
q30k,Yung Whan Cha & Rad Kao Nakorn Chum,เครื่องดื่ม,5,-1,Kamphaeng Phet
yl88,Chor Ka Cher,อาหารไทย,1,-1,Kamphaeng Phet
vl17,Cha Fae Na Ban,เครื่องดื่ม,4,-1,Kamphaeng Phet
d5ra,Ban Rim Nam,อาหารไทย,4.6,(100+),Kamphaeng Phet
hdwz,Som Tam Yum Krua Ta Kob,Thai,5,-1,Kamphaeng Phet
y6mv,Noodle Kai Sid Nay Ya (Nongping),อาหารไทย,4.7,(1000+),Kamphaeng Phet
zgwy,Kai Tod Korean (Kamphaeng Phet),อาหารเกาหลี,4.9,-9,Kamphaeng Phet
fya4,Kong Tod Yod Aroi,อาหารนานาชาติ,4.5,-20,Kamphaeng Phet
iem7,Sathanee Larb,อาหารไทย,4.5,(100+),Kamphaeng Phet
y7zj,Cheva Crepes Sa Ka 4 at Pamai,ของหวาน,4.8,(500+),Kamphaeng Phet
eict,Kao Kub Duek by Dada,อาหารไทย,4.4,-6,Kamphaeng Phet
b4tu,Kao Rad Kang By Direk,อาหารไทย,4.1,(100+),Kamphaeng Phet
b3uc,Khow Griep Pag Mor (Ton Pho Market),Thai,4.2,(100+),Kamphaeng Phet
wviu,Giant Lookchin Pla Raberd Tonpho,Thai,4.6,-98,Kamphaeng Phet
y6na,Chiffon Tonpho Sweet Home,International,4.5,(100+),Kamphaeng Phet
nrvc,Kung Dong By Krua Khun Tua,Thai,4.8,(100+),Kamphaeng Phet
y7ss,P'Kla Khao Mun Kai and Ahan Tam Sang Talad Kway,Thai,4.6,(500+),Kamphaeng Phet
f4ka,P'Kla KhuyTiew TomYum,Thai,4.6,(100+),Kamphaeng Phet
plts,Bellinee’s Bake & Brew (Tonpo Market),Beverages,5,-5,Kamphaeng Phet
q5be,Baan Suan Burger,Western,4.6,(100+),Kamphaeng Phet
f4ci,Jok Nong C,Thai,4.6,(100+),Kamphaeng Phet
vzkr,Pha Or Or Jao Saka 2 (Kao man kai tot),Thai,4.3,(100+),Kamphaeng Phet
gl2z,Im Suk Kuaitiao Kai Mara,Thai,4,-16,Kamphaeng Phet
h0in,French Fries Chesse By Jang,Thai,4.7,(500+),Kamphaeng Phet
v36b,Daifuku Bakery and Krueang Duem by Yummy For You,Beverages,4.8,-7,Kamphaeng Phet
c1gb,Look Chin Tod yai Sri Lung Mor,Thai,4.9,-32,Kamphaeng Phet
f7aw,Sushi Tum Sukoi,Japanese,4.7,(100+),Kamphaeng Phet
nain,Ruay Somtum,Thai,4.7,(100+),Kamphaeng Phet
f5hx,Kang Bo Ran Ton Pho,Thai,4.1,(100+),Kamphaeng Phet
a5aj,Khaotom Lek,Thai,4.3,(100+),Kamphaeng Phet
x7nt,Pho Tomyum Noodle,Thai,4.4,(500+),Kamphaeng Phet
s6wu,Kree Takoyaki Saka 2,Japanese,3.5,-36,Kamphaeng Phet
f0jz,Yum Zapp Zap and Goft Lookchin Tod at Tonpho Market,Thai,4.9,(100+),Kamphaeng Phet
a9ie,Pern Coffee,Beverages,4.8,(100+),Kamphaeng Phet
rm7i,Sor Khaow Tom Ar Han Tam Sang,Thai,4.3,(100+),Kamphaeng Phet
a3m0,Cha Look Chin Tod,Thai,4.1,-34,Kamphaeng Phet
l4ps,Lab Neua (Kamphaeng Phet),Thai,2.2,-2,Kamphaeng Phet
vr7h,Haru Tokyo,Desserts,4.5,(100+),Kamphaeng Phet
y6ix,Kao Tom Ta Yao at Ton Poh Market,Thai,4.3,(100+),Kamphaeng Phet
k91r,ชานมไต้หวัน Fumiko หลัง ม.ราชภัฏฯ,Beverages,3,-1,Kamphaeng Phet
l9bd,Here Mix Khaow Wat,Thai,4.8,(100+),Kamphaeng Phet
iizh,Phonlamai Sod Lae Nam Pun,Beverages,4.8,-7,Kamphaeng Phet
b3de,Kookkai Pangyen Milodib,Beverages,4.3,(100+),Kamphaeng Phet
oig8,Khao Mhoo Tod  By Krua Khun Tua,Thai,5,-73,Kamphaeng Phet
yv8b,I Nam.. Coffee Cha Pang Yen,Beverages,4.7,-76,Kamphaeng Phet
gwo0,Cha Payom Padthai Jae Joom (Khwan Nakorn),Beverages,2.7,-5,Kamphaeng Phet
a4ur,Tasty,Thai,4.5,(1000+),Kamphaeng Phet
g6mc,Wan Warn,Thai,4.5,(500+),Kamphaeng Phet
r3ie,Mala By Yoi,Chinese,4.3,(100+),Kamphaeng Phet
p5rb,Cafe Konlayum Kamphaeng Phet,Isan Thai,4.4,(100+),Kamphaeng Phet
d8sx,Je Nee Padthai Hoi Thod,Thai,4.7,(1000+),Kamphaeng Phet
a6ja,Nom Yai Tamsang,Thai,4.3,-77,Kamphaeng Phet
mfyq,กล้วยปิ้งสามแยกฟอริด้า,Desserts,5,-3,Kamphaeng Phet
z1t9,Mu Chum Si Nakhon Kamphaeng Phet (Sakha Kamphaeng Phet),Thai,4.1,-28,Kamphaeng Phet
e5ni,Lek Somtam,Thai,4.5,(100+),Kamphaeng Phet
e1jd,Phon la mai sod ChaeYen Florida,Thai,4.8,(500+),Kamphaeng Phet
f0gd,SHABU by YOI,Thai,4.7,(100+),Kamphaeng Phet
f0kh,Ban Tua Wan,Middle Eastern,4.7,(100+),Kamphaeng Phet
m8jy,Kaotom Poo Thong,Thai,4.6,(100+),Kamphaeng Phet
x0vx,Ab Zab Boat Noodle,Thai,4.7,(500+),Kamphaeng Phet
y2uu,Muanpenkam Mamngai,Thai,4.5,-35,Kamphaeng Phet
c8yc,Pa Yuen Tam Sang,Thai,4.4,(500+),Kamphaeng Phet
c0uf,New Burgers,American,4.5,(100+),Kamphaeng Phet
s5ll,Fat Boy Burger Bar,Thai,4.8,(100+),Kamphaeng Phet
c1fo,Bum Kuay Tiew Tom Yum,Thai,4.6,(100+),Kamphaeng Phet
r4hy,Makoto Sushi,Japanese,4.6,-64,Kamphaeng Phet
qp6s,Nam Som Kan Sod Good Health (Kamphaeng Phet),Beverages,5,-9,Kamphaeng Phet
osuu,Sai Krok Jek Isan 3,Thai,5,-63,Kamphaeng Phet
ov5s,Coco Bee - Korean Fried Chicken,Korean,4.8,(100+),Kamphaeng Phet
g5ap,Mala Sloth,Thai,4.6,-71,Kamphaeng Phet
z1qf,Kittiya Cake by Aoo Beauty Sakha 2,Thai,4.5,(100+),Kamphaeng Phet
b0jt,Pa Mhay Ka-Piwhan,Thai,4.7,(100+),Kamphaeng Phet
f0wf,Wang Ang Bor Shabu,Thai,4.4,(100+),Kamphaeng Phet
d8pr,Noodle Champ (Florida),Thai,4.9,(100+),Kamphaeng Phet
haf6,The Fire Bear (Rachapat Kampangphet),Beverages,4.8,-68,Kamphaeng Phet
g1cm,Jom Tam Nua,Thai,4.2,(100+),Kamphaeng Phet
a2ag,Nong Fohk Cheeseball French Fries(Khu Yang Tample) Saka 2,Thai,4.5,(100+),Kamphaeng Phet
e6on,Together,Thai,4.6,(1000+),Kamphaeng Phet
rypt,Kaphrao Tem Aim Lhang Mor Zab Lai,Thai,2.7,-7,Kamphaeng Phet
y1rc,Pad Thai Ban Mai,Thai,4,(100+),Kamphaeng Phet
y8tg,Ice Cream Jarern Phon at Night Market,Thai,4.7,(2000+),Kamphaeng Phet
e4vl,Mee Kra Ta (Night Market),Thai,4.6,(100+),Kamphaeng Phet
a5eu,Suan Esan at Night Market,Thai,3.7,-89,Kamphaeng Phet
y8me,Chakungrao Soi Milk (Night Market),Beverages,4.4,(100+),Kamphaeng Phet
a2pn,Jae Muay Yum Lak,Thai,4.5,(500+),Kamphaeng Phet
zrpr,Look Mae Wi Klauy Tod,Thai,4.9,-47,Kamphaeng Phet
z0bh,Corn Boil Bua Loi Khai Wan Nong Pun,Thai,4.2,-48,Kamphaeng Phet
nd05,Pang Mai Itim Yang Noey,Thai,3.6,-4,Kamphaeng Phet
x5np,Tongsteak,Asian,4.6,(1000+),Kamphaeng Phet
y8oj,Ya Kao Neaw Ma Muang (Night Market),Thai,4.6,(100+),Kamphaeng Phet
dpoc,Moo Tod Kra Tiam Prik Thai,Thai,4.7,-62,Kamphaeng Phet
c3ty,Som Tum Jae Win,Thai,4.4,(100+),Kamphaeng Phet
dc2j,Khaow Yum Nam and Yum Kanom Jeen,Thai,5,-11,Kamphaeng Phet
y2fv,About Dao Coffee,Thai,4.7,(100+),Kamphaeng Phet
a9zt,Somtum Zap Kang Soi,Thai,4.3,-91,Kamphaeng Phet
a7yp,Mae Chalam Khaw Rad Kang,Thai,4.8,(100+),Kamphaeng Phet
y8rd,Kluay Thod Na Wat Kro Yang,Thai,4.4,(100+),Kamphaeng Phet
vh5s,Kaprao Yok Sod,Thai,4,-1,Kamphaeng Phet
x1sy,Khanom Tokyo Loong Chon,Desserts,4.7,(500+),Kamphaeng Phet
b8cq,Pad Thai Bai Tong,Thai,4.4,(500+),Kamphaeng Phet
f5pg,Phum Puang Kanom Thai,Thai,4.7,-72,Kamphaeng Phet
d9rd,Tay Krong Kai Tod,Thai,4.7,(100+),Kamphaeng Phet
e3kd,Guay Tieow kai soot ma nao,Thai,4.7,(100+),Kamphaeng Phet
y4pr,Yum Pu Ma at Night Market,Thai,4.1,-72,Kamphaeng Phet
dcdi,Pizza Fah Mai,International,4.9,-34,Kamphaeng Phet
a3qe,Jae So Chao Khao (Ab Dung),Thai,4.6,(500+),Kamphaeng Phet
b7ep,Hua Ka Mam,Thai,4.6,(1000+),Kamphaeng Phet
d8vb,Jea Ple Kanomwan,Thai,4.6,-74,Kamphaeng Phet
a7ow,Kai Keaw Ice Cream,International,4.7,(100+),Kamphaeng Phet
d0hy,Kao Man Kai Tua Fakyao,Thai,4.6,(100+),Kamphaeng Phet
b5jl,S.Joke (Night Market),Thai,4.6,(100+),Kamphaeng Phet
d7lo,Noodle Tua Fak Yao,Thai,4.6,(100+),Kamphaeng Phet
z1bm,UB Sticky Rice,Thai,4.5,(100+),Kamphaeng Phet
x5jy,Noy Smoothies,Beverages,4.7,(100+),Kamphaeng Phet
f0dl,Maeng Pra Pao Suan E San,Thai,4,(100+),Kamphaeng Phet
y9qz,Phet Sai Grok (Night Market),Thai,4.8,(100+),Kamphaeng Phet
j4cl,Mala Lung Wat Khu Yang,Chinese,4.7,-58,Kamphaeng Phet
l2am,Krua 192,Thai,4.4,(500+),Kamphaeng Phet
f3qn,Suea Noy Pizza at Khong Than Len,Italian,4.5,(100+),Kamphaeng Phet
dlw7,Aung Aui 31 Bamee Kwang Tung Gieow Pu Moo Daeng (Branch 2),Thai,4.6,-72,Kamphaeng Phet
nebc,Yang Laek,Thai,4.8,(100+),Kamphaeng Phet
zbdd,Ruam Zap Tam Sang,Thai,5,-1,Kamphaeng Phet
qy41,Krua Pi May,Thai,4.8,-37,Kamphaeng Phet
n4gb,On Fleek Burger,American,4.4,-42,Kamphaeng Phet
dczx,Salad by G and G,International,4.9,(100+),Kamphaeng Phet
rsaa,Cold Bear Nom Mhee Pan,Beverages,4.9,-13,Kamphaeng Phet
h1mj,Ponlamaisod Lookchintod Jae Tui,Thai,4.7,(100+),Kamphaeng Phet
o6tx,Mu Tokman Khao Mu Yang,Korean,4.5,-58,Kamphaeng Phet
a6fe,Ta Chum Fried Clams,Thai,4.5,(500+),Kamphaeng Phet
z5kr,Fuji Pancake and Coffee,Beverages,4.7,(100+),Kamphaeng Phet
a2jo,Keng Tamsung,Thai,4.6,(500+),Kamphaeng Phet
l6ac,Kratathong,Thai,4.7,-17,Kamphaeng Phet
x4vb,Aod Bamee Kaew,Thai,4.3,(500+),Kamphaeng Phet
g7pp,Kuay Tiew Thai Leum Im,Thai,4.4,-78,Kamphaeng Phet
a9vq,Khaotom Chor Chuan Chim,Thai,4.2,-42,Kamphaeng Phet
xxum,Kuaitiao Ruea Khrua Ban Doi,Thai,4.3,-76,Kamphaeng Phet
dz81,Jok Hong Kong Kao Tom Pla Grapong,Thai,4.7,(100+),Kamphaeng Phet
y9vh,Kha Nam Wan Mea Sawing,Thai,4.7,(100+),Kamphaeng Phet
wprk,Sab Nua Nong Nam Ing,Thai,3.2,-3,Kamphaeng Phet
p6yi,Kinrom,Thai,4.6,(100+),Kamphaeng Phet
uslm,Wut Wit Tam Sang,Thai,3.4,-45,Kamphaeng Phet
c4bu,Bamee Goyuan,Thai,4.7,(100+),Kamphaeng Phet
f4ja,Nos and Sao Ahantamsang,Thai,4.7,(100+),Kamphaeng Phet
oqil,Mooping Nomsod by Nai Sarut,Thai,4.5,(100+),Kamphaeng Phet
x0d2,Tell Cafe,Beverages,5,-12,Kamphaeng Phet
uge5,Yun Wang,Korean,4.3,-6,Kamphaeng Phet
z1qi,Wanna Coffee at Krungsri Bank,Beverages,4.7,(100+),Kamphaeng Phet
qre3,Cake Sook Jai,Thai,4.3,-30,Kamphaeng Phet
a5ig,Khao Tom Na Yuk,Thai,4.5,(100+),Kamphaeng Phet
hfcz,Miang Pla Phao Aob Aong by Hom Pla Aob,Thai,4.8,-10,Kamphaeng Phet
a6cx,Khao Tom Na Yuk 2,Thai,4.4,(100+),Kamphaeng Phet
huk7,Zaap 49 Arhan Tamsung,Thai,4.8,-5,Kamphaeng Phet
n9ix,BuaLoy Na Bar,Thai,4.5,-80,Kamphaeng Phet
vmjk,Kaprao Neau-Horm Neau-Toon Steak Kho Khoon by Nara BBQ,Thai,4.1,(100+),Kamphaeng Phet
a1yb,Nara Sushi,Japanese,4.3,(500+),Kamphaeng Phet
z6e7,Sai Krok E San Sukhothai (Florida),Thai,5,-43,Kamphaeng Phet
y6nq,Kitti Phochana,Thai,4.6,(100+),Kamphaeng Phet
b6ag,Mai Kuay Jub Krapropra,Thai,4.8,(100+),Kamphaeng Phet
ayxw,A Ki Cha,Beverages,4.4,-13,Kamphaeng Phet
b7yz,Khao Neaw Sang Ka Ya Mea Koy,Thai,4.6,-46,Kamphaeng Phet
jvs3,Khrua Ban Ladda,Thai,1,-1,Kamphaeng Phet
vme8,Tor Roti Thai Baitoey and Mad Ta Ba Malaysia (Branch 3),Thai,4.2,-7,Kamphaeng Phet
jtaf,Kanom Tua Klom,Asian,3.6,-2,Kamphaeng Phet
g7tt,Somjai Pollamai Yak Kak,Beverages,4.8,(100+),Kamphaeng Phet
e9zw,MungMing Coffee,Thai,4.9,-49,Kamphaeng Phet
r81v,La Gla Ce Cha Nom and Bakery,Beverages,5,-1,Kamphaeng Phet
z7ws,Somjai Phochana Rhantamsang,Thai,4.7,(1000+),Kamphaeng Phet
tf57,Kauy Tod Pa Rin,Thai,3.7,-21,Kamphaeng Phet
x4gj,Ko Ruay Noodle,Thai,4.7,(500+),Kamphaeng Phet
f8la,Kaithod Racha,Thai,4.6,(100+),Kamphaeng Phet
y14y,Mhala Aroi Mai Sum Grill,Chinese,4.1,-9,Kamphaeng Phet
c2se,Kimchon,Korean,4.5,(1000+),Kamphaeng Phet
ckqi,Champ noodles Kalothai,Thai,4.9,-98,Kamphaeng Phet
x2qo,Cheeva Crepe Florida,Thai,4.7,(500+),Kamphaeng Phet
a4in,Yum Saderd,Thai,4.2,(100+),Kamphaeng Phet
a8qt,Kanom Tokyo Chainat,Thai,4.6,(100+),Kamphaeng Phet
m0st,Kuai Tiew Na Bar,Thai,4.7,(500+),Kamphaeng Phet
pnh7,Game Tod Krathiam,Thai,4.8,-16,Kamphaeng Phet
a7kk,Kanom Tokyo Namoa,Asian,4.9,-67,Kamphaeng Phet
b0rz,Ton Sai,Thai,4.8,(100+),Kamphaeng Phet
b3tv,S.Roti Florida,Thai,4.8,(100+),Kamphaeng Phet
z9dl,Long Do Kamphaengphet,Thai,4.5,(500+),Kamphaeng Phet
y1mk,Lumsome Kua jub Moo krob,Thai,4.1,(100+),Kamphaeng Phet
n0es,Manood Cha (Lotus Kamphaeng Phet),Beverages,4.4,-80,Kamphaeng Phet
q1mc,Khrua Sia Kheng,Thai,4.7,(500+),Kamphaeng Phet
