"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"wios","Khaotom Pla Na Ruam Phaettha 2","Thai","4.6","(100+)","Chanthaburi"
"c5nj","Kaongeo Moo Lung Mai","Thai","4.7","(100+)","Chanthaburi"
"h1oz","Hoy Tod Jae Aeng (Talad Sui)","Thai","4.4","(100+)","Chanthaburi"
"c6as","Jae Tum Yum Padukfuu","Thai","4.7","(100+)","Chanthaburi"
"b1wn","Maboy Mala","Chinese","4.7","(500+)","Chanthaburi"
"l12j","Fanix Ceape Talad Sui","Japanese","4.9","(100+)","Chanthaburi"
"b3yk","Kao Rard Kaeng Pocharamon","Thai","4.7","(100+)","Chanthaburi"
"k4bx","Popcorn Major (Big c Chanthaburi)","International","4.7","(100+)","Chanthaburi"
"h2pe","Khao Tom Pla Nha Ruam Pheat","Thai","4.7","(500+)","Chanthaburi"
"fav9","Yaek Fai Daeng Tamsang (Bor Kor Sor Wat Mai)","Thai","4.7","(43)","Chanthaburi"
"wbmf","Niao Mu Niao Kai (Sui Market)","Thai","4.2","(50)","Chanthaburi"
"h6mb","Jae Luk Hoi Tod Talad Sui","Thai","4.7","(100+)","Chanthaburi"
"g2sd","Kuay Teow Ruea Wat Mai","Thai","4.3","(100+)","Chanthaburi"
"d6qx","Kao Ka Moo Mueang Chan","Thai","4.7","(1000+)","Chanthaburi"
"eo0z","Kapkhao Kap Pla (Sui Market)","Thai","4.8","(100+)","Chanthaburi"
"ntio","Ban Ice Cream","Ice Cream","4.5","(9)","Chanthaburi"
"d5li","Bua Loy Jae Dao","Thai","4.7","(100+)","Chanthaburi"
"whrv","Kaphrao Jon Salad Lookchin Ping (Tessaban 2 Road)","Thai","4","(1)","Chanthaburi"
"xu3s","Tamsang Jae O Noen Es So","Thai","4.5","(100+)","Chanthaburi"
"c7sj","Kasalong Noodle and Food","Thai","4.6","(500+)","Chanthaburi"
"xi7x","Khaomankai Kuaitiao Kai Tun(Sathani Khonsong)","Thai","4.6","(100+)","Chanthaburi"
"k4wr","Khaomankai Oopchoei","Thai","4.8","(100+)","Chanthaburi"
"e9uy","Mon Mueang Nuea","Thai","4.7","(100+)","Chanthaburi"
"vo9a","Khanom Chip Salapao Sui Sing (Sui Market)","Thai","5","(34)","Chanthaburi"
"b2ty","Muay Lek Bubble Milk Tea","Beverages","4.5","(24)","Chanthaburi"
"sdpl","CharoenYing Bami Kiao Na Malaengpo","Thai","4.8","(500+)","Chanthaburi"
"f8ns","Kao Ka Moo Nakhon Pathom","Thai","4.8","(1000+)","Chanthaburi"
"itmk","Je Leg Loet Rot Khao Kluk Kapi Jao Kao (Chanthaburi)","Thai","4.4","(4)","Chanthaburi"
"lupr","Khanom Bueang Khwan Wan","Thai","4.4","(55)","Chanthaburi"
"teu0","Khao KaengPa Che Sao-Ko Khwang","Thai","4.4","(54)","Chanthaburi"
"g3uz","100 Yen Ramen","Japanese","4.5","(500+)","Chanthaburi"
"ttjr","Somtam Che Noi (Sui Market)","Thai","4.7","(97)","Chanthaburi"
"w75l","P Kob Lui Suan","Thai","5","(25)","Chanthaburi"
"d0kk","Pang Sai Ta Lak","Thai","4.6","(99)","Chanthaburi"
"i6j0","GinZe Sushi and Soft Cream","Japanese","4.4","(100+)","Chanthaburi"
"p3ev","Ahan Tam Sang Lung Chiang","Thai","4.9","(100+)","Chanthaburi"
"ndn1","The Canteen Rice Dish Cafe","Asian","4.9","(56)","Chanthaburi"
"q8wo","Namphrik 4 Phak","Thai","4.7","(100+)","Chanthaburi"
"s5kb","Captan Pathongko","Thai","4.4","(100+)","Chanthaburi"
"h9cq","Rin Rin Bubble Milk Tea","Beverages","4.6","(100+)","Chanthaburi"
"b6gq","Baan Chan Mortom Coffee","Beverages","4.8","(1000+)","Chanthaburi"
"sur2","Tan Na Sushi (Chanthaburi)","Japanese","4.5","(100+)","Chanthaburi"
"yt5g","Kuai Chap Yuan Jarunee Na Me Ru Wat Pa Khlong Kung","Thai","4.3","(100+)","Chanthaburi"
"d0is","CP Thod","Thai","4.8","(100+)","Chanthaburi"
"c8dc","Pk Radnhar Moonoom and Kraporpla Narmdang","Thai","4.8","(500+)","Chanthaburi"
"rdaw","P Jane Coffee","Beverages","5","(61)","Chanthaburi"
"b6uq","Padthai J Maew","Thai","4.7","(1000+)","Chanthaburi"
"bv10","Fresh Coconut Maprao Pun Nom Sod Ice Cream Krati Sod","Beverages","5","(18)","Chanthaburi"
"vpi8","Bank Kra Bueang Taek and Jeh Som Jeed Phon La Mai Sod","Thai","4.9","(23)","Chanthaburi"
"ur7b","Tiew Toon","Thai","4.8","(500+)","Chanthaburi"
"gwfd","Shabu Express Sui Market","Thai","4","(61)","Chanthaburi"
"pxce","Khao Kha Mu Pa Noi","Thai","4.8","(48)","Chanthaburi"
"b5pl","In Chan Mango House","Thai","4.8","(100+)","Chanthaburi"
"zzql","Phat Thai Jae Angun at Home","Thai","4.9","(68)","Chanthaburi"
"k7kt","Kuai Chap Yuan Khun Yai","Thai","4.7","(500+)","Chanthaburi"
"g2ih","Somtum E Tuean","Thai","4.6","(1000+)","Chanthaburi"
"b2rm","Little Mellow","Beverages","4.5","(1000+)","Chanthaburi"
"y62f","Hoy Chik Hoy Tod Pad Thai","Thai","5","(5)","Chanthaburi"
"bg6x","On Son Kuaytiao Ruea","Thai","4.9","(48)","Chanthaburi"
"d6aq","lollipop","International","4.8","(100+)","Chanthaburi"
"fcv9","That's Fry Chanthaburi","Korean","4.8","(94)","Chanthaburi"
"ai6k","O M G Cafe (Thanon Si Chan)","Beverages","4.7","(2)","Chanthaburi"
"hb2z","A Roi De Talay Korea","Korean","4.8","(53)","Chanthaburi"
"c3gl","Crepe Ngern Lan","Desserts","4.6","(500+)","Chanthaburi"
"v0b7","Thana Moo Ping","Thai","5","(100+)","Chanthaburi"
"xkh6","Tamjai Nam Pun","Beverages","4.9","(36)","Chanthaburi"
"ysgp","Jae Maew Khaw Moo Dang (Ying Yai Center)","Thai","4.9","(45)","Chanthaburi"
"i3qv","Usagi Cha","Beverages","4.7","(1000+)","Chanthaburi"
"f1ns","Dream Shabu","Thai","4.9","(100+)","Chanthaburi"
"ws7n","S&P Bakery Shop (Tesco Lotus Chanthaburi)","International","5","(5)","Chanthaburi"
"c6ld","Percent Chan Tea Bar","Beverages","4.7","(100+)","Chanthaburi"
"ukk3","Farm Suk (Maharat Road)","Thai","5","(5)","Chanthaburi"
"c9cs","Nen Krueng 2","Thai","4.6","(3000+)","Chanthaburi"
"iloh","Fresh Me Nampu market","Beverages","4.8","(64)","Chanthaburi"
"r4mq","Long Lea Khow Kang Tai","Thai","3.7","(20)","Chanthaburi"
"wqf0","Ahan Tam Sang Kaem Pong","Thai","4.4","(13)","Chanthaburi"
"lz9p","Saep Khao Sen","Thai","4.3","(2)","Chanthaburi"
"dsqx","Pa Joom Kanomjeen Nam Ya","Thai","4.6","(46)","Chanthaburi"
"v56f","Manoi (Srisuk Market Chanthaburi)","Beverages","4.7","(8)","Chanthaburi"
"mr47","Hakata (Lotus Chanthaburi)","Japanese","4.6","(96)","Chanthaburi"
"m3n6","Pa Jum Ahan Tam Sang Noen Esso","Thai","4.7","(100+)","Chanthaburi"
"fl4a","MOMIZU HOUSE (Lotus Chanthaburi)","Beverages","4.6","(100+)","Chanthaburi"
"xy3x","Arigato (Lotus Chanthaburi)","Beverages","5","(3)","Chanthaburi"
"b5ww","Muslim food 786","Thai","4.7","(500+)","Chanthaburi"
"uwpd","Ting Ting Bingsu Nam Khing (Chanthaburi)","Asian","4.8","(100+)","Chanthaburi"
"d5hf","McDonald's (TESCO CHANTABURI)","American","4.7","(3000+)","Chanthaburi"
"gmtc","Ka Yan Tod","Thai","4.8","(100+)","Chanthaburi"
"uhx5","Som Tum Pa Wai Lung Family","Thai","4.7","(500+)","Chanthaburi"
"h4wd","Oratai Kanom Whan","Thai","4.9","(1000+)","Chanthaburi"
"rlsx","Pizza Solar Am I","Italian","4.5","(100+)","Chanthaburi"
"acuz","Mom Secret Fried Chicken","Thai","4.8","(100+)","Chanthaburi"
"c8hy","M On Bakery House","Thai","4.7","(62)","Chanthaburi"
"h4hy","Nai Ake Som Tum Rabeid","Thai","4.3","(1000+)","Chanthaburi"
"x01r","Santafe Steak (Lotus Chanthaburi)","International","4.8","(100+)","Chanthaburi"
"b2tf","Mieng Plapao Maharaj K7","Thai","4.5","(58)","Chanthaburi"
"krid","Chester's (Lotus Chanthaburi)","Thai","4.8","(100+)","Chanthaburi"
"cb4t","I Am Pizza","Italian","4.8","(100+)","Chanthaburi"
"o7o1","Muek Sot Rim Le","Thai","4.7","(100+)","Chanthaburi"
"cxw9","Krua Ran Meua Keun","Thai","3.9","(11)","Chanthaburi"
"qpe4","A Ri Mu Ta Lip Food","Thai","3.9","(22)","Chanthaburi"
"h3no","Zab Esan","Thai","4.2","(100+)","Chanthaburi"
"qp5l","Penguinknight Ice Cream","Desserts","5","(1)","Chanthaburi"
"b9f8","Moo Yang Plalha Chanree","Thai","4.4","(100+)","Chanthaburi"
"p5gy","Lan Khun Ying","Thai","4.6","(100+)","Chanthaburi"
"g1ff","Ta OI Wat Kate","Thai","4.6","(500+)","Chanthaburi"
"l1as","Nam Pan Sunthari","Beverages","4.9","(27)","Chanthaburi"
"o05i","Ma Ka Long (Steak and Food)","International","3.3","(59)","Chanthaburi"
"ufsr","Crape Mod Ta Noi ( Na Wad Ket)","Thai","4.9","(100+)","Chanthaburi"
"hhax","Bow Ar Han Tam Sang","Thai","4.9","(100+)","Chanthaburi"
"pab0","Songkhrueang Kung Raboet","Thai","4.9","(9)","Chanthaburi"
"x4r0","Ta Mos Khao Mun Kai Tom Leuad Mhoo","Thai","4.6","(100+)","Chanthaburi"
"c7ra","Yang Hi (Chanthaburi)","Thai","4.6","(500+)","Chanthaburi"
"b6bp","Gu Roti andTea (Chanthaburi)","Thai","4.6","(500+)","Chanthaburi"
"vwgm","Ga Prao Luan (Technical College)","Thai","5","(5)","Chanthaburi"
"no7w","Kaprao Rak Khun 28 Original","Thai","4.4","(11)","Chanthaburi"
"txu5","Lotus's Eats (Chantaburi)","Thai","5","(2)","Chanthaburi"
"ixlh","Aiang Cham Guaytiew Tomyam (Wat Mai)","Thai","4.7","(54)","Chanthaburi"
"d7st","Toro Fries","Thai","4.5","(100+)","Chanthaburi"
"esj0","Guay Teay Na Ying Yai","Thai","4.6","(90)","Chanthaburi"
"zahf","Ya Ya Tam Saep Dak 2 (Yaek Phraya Trang)","Thai","4.5","(500+)","Chanthaburi"
"q6ix","Steak Duang Daow (Chanthaburi)","American","5","(4)","Chanthaburi"
"l9lr","Shong Cha Nattasin","Beverages","4.5","(100+)","Chanthaburi"
"e3wv","Som Tum Lang Sarn Chantaburi","Isan Thai","4.4","(1000+)","Chanthaburi"
"g4sp","Wan-Aun Chanthaburi","Thai","5","(25)","Chanthaburi"
"o5i8","Guay Teaw Ped Jepuek Yollada Vill","Thai","4.8","(100+)","Chanthaburi"
"uqnn","Bamee Lueang Pad Moo Num (Wat Khet)","Fast Food","4.5","(30)","Chanthaburi"
"mtpe","Kuaitiao Mu Soi Sri Chan 4","Thai","4.2","(100+)","Chanthaburi"
"bb54","Bento and Coffee at R Jarn","Thai","4.3","(2)","Chanthaburi"
"lvlb","Muek Yang Chai Fim","Thai","2.4","(2)","Chanthaburi"
"p1xx","Look Chin Pla Ra Berd","Thai","4.7","(57)","Chanthaburi"
"c7af","Chan Thorn Pochana","Thai","4.6","(70)","Chanthaburi"
"lprt","Kanom Jeen Wimon (Chanthaburi)","Thai","4.1","(12)","Chanthaburi"
"b0pz","Teetawan","Thai","4.8","(100+)","Chanthaburi"
"rc72","Ran Kha Pian Naw","Thai","5","(5)","Chanthaburi"
"b8hd","Babo Bear","Beverages","4.8","(1000+)","Chanthaburi"
"d0gi","Moo Tod Jae Sompis","Thai","4.4","(100+)","Chanthaburi"
"k9bf","Khanomchin Che Koi","Thai","3.5","(59)","Chanthaburi"
"f15u","Seak in Time","Western","4.8","(100+)","Chanthaburi"
"q7md","Alpha Kebab Kai Cheese","Thai","4.9","(100+)","Chanthaburi"
"ykuu","Royal Kitchen (Vegetarian Cuisine)","Indian","4.4","(76)","Chanthaburi"
"d9br","Mister Pizza Fresh (Jatujak Market)","Italian","4.8","(39)","Chanthaburi"
"w1w5","Ochaya (Lotus Chanthaburi)","Beverages","4.5","(10)","Chanthaburi"
"gnb9","Wacko","Western","4.8","(100+)","Chanthaburi"
"prld","Avocado Pan","Beverages","5","(9)","Chanthaburi"
"ugui","Kazoku Sashimi","Japanese","4.9","(500+)","Chanthaburi"
"d2eu","Good Afternoon Fresh Nam Phon La Mai Pun (Chatuchak Market Soi 11)","Beverages","4.9","(1000+)","Chanthaburi"
"bnes","Nai Ree Hoi Tod","Thai","4.6","(67)","Chanthaburi"
"f6zd","KuaiTiao Ruea Plai Ja wak","Thai","4.8","(1000+)","Chanthaburi"
"prs4","Moo Liiang Rommai","Thai","4.7","(3)","Chanthaburi"
"emfv","Cocoa E Lung","Beverages","5","(20)","Chanthaburi"
"b0ip","Khao Kaeng Che Nui Jae Nui Chatuchak Market","Thai","4.8","(100+)","Chanthaburi"
"b6qq","Padthai Baitong-Baitong","Thai","4.5","(500+)","Chanthaburi"
"e4jr","Nua Som-Tam Ros Ded Srut Udon","Thai","4.5","(1000+)","Chanthaburi"
"kz0i","Koji Bento","Japanese","4.3","(8)","Chanthaburi"
