"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"o1oc","Boon Mee Cafe","Beverages","4.7","(83)","Chiang Rai"
"pore","Jok Nai Tong Thiang Khuen","Thai","4.6","(100+)","Chiang Rai"
"u9dp","Nong Mai Larb Lu","Thai","4.7","(500+)","Chiang Rai"
"cpjf","de.cember","Beverages","5","(100+)","Chiang Rai"
"q394","Khao Kha Mhoo Yunnan Aob Chei","Thai","4.7","(62)","Chiang Rai"
"rils","Cha Bang Nan Patani","Beverages","4.9","(100+)","Chiang Rai"
"g9hj","Chokchai Fish Balls and Papaya Salad","Thai","4.7","(100+)","Chiang Rai"
"z9cj","Pizza Hut (Lotus Maesai)","Italian","4.5","(500+)","Chiang Rai"
"xu72","Lotus's Eats (Mae Sai)","Thai","4.2","(75)","Chiang Rai"
"y8pe","Kin Sen Nen Zaap","Thai","4.1","(1000+)","Chiang Rai"
"m5zf","Lhong Cafe","Beverages","5","(100+)","Chiang Rai"
"xko2","11 APR CAFE","Beverages","4.9","(48)","Chiang Rai"
"x2lx","Sushi Arshi Tokyo","Japanese","4.7","(500+)","Chiang Rai"
"rhdy","Larb Tod Mueang Nuea by Ko In","Thai","4.8","(6)","Chiang Rai"
"zcu2","Let's Me Eat Burger","Thai","4.5","(100+)","Chiang Rai"
"q0uj","Fried Pork with Rice and Fried Pork Sticky Rice","Thai","4.5","(100+)","Chiang Rai"
"pk60","Deep fried clams with boiling seafood","Thai","4.3","(87)","Chiang Rai"
"ouyf","Prime Cafe","Beverages","4.9","(46)","Chiang Rai"
"diws","Cha Young","Beverages","4.9","(63)","Chiang Rai"
"y0ju","Arun Restaurant","Thai","4.1","(100+)","Chiang Rai"
"x2el","Yum Zaap","Thai","4.7","(500+)","Chiang Rai"
"idhv","Larb Lung Jai","Thai","4.7","(100+)","Chiang Rai"
"y6ds","Pa Orn Noodles and Restaurant","Thai","4","(100+)","Chiang Rai"
"qnjv","Mee Khwam Sook Cafe (Mae Sai)","Beverages","4.9","(60)","Chiang Rai"
"wo0s","Hop Chafe (Pa Muad-Mae Sai)","Beverages","4.8","(100+)","Chiang Rai"
"y0hl","stone cafe","Thai","4.8","(2000+)","Chiang Rai"
"wijq","Spicy restaurant","Thai","5","(1)","Chiang Rai"
"q0nj","Kaeng Pa Khao Saming","Thai","4.7","(100+)","Chiang Rai"
"frpf","Kaprao Hom Ruenrom","Thai","4.5","(70)","Chiang Rai"
"l78s","Kuay Teow Nam Nueng","Thai","4.5","(100+)","Chiang Rai"
"xzdd","Oho Kaphrao","Thai","4.7","(100+)","Chiang Rai"
"hgjw","Chop","Thai","4.6","(100+)","Chiang Rai"
"p5lu","Kaprao Ponfai by Yum Zap","Thai","4.5","(100+)","Chiang Rai"
"am01","Khao Kha Moo Pinklao (Wiang Phang Kham)","Thai","4.6","(100+)","Chiang Rai"
"i9h0","Krua Aue Khun","Thai","4.3","(32)","Chiang Rai"
"u0n9","Kita Tea Stand","Beverages","4.3","(100+)","Chiang Rai"
"da4r","Chin Fong Wien","Chinese","4.7","(100+)","Chiang Rai"
"d18d","Salapao Rongpo (Mae Sai)","Asian","4.7","(56)","Chiang Rai"
"yvrv","Poonnawat​ Cafe","Beverages","4.5","(61)","Chiang Rai"
"dxzp","Kan Eng Arhantamsang","Thai","3.6","(100+)","Chiang Rai"
"aaw9","Khao Mun Kai by Aonew","Thai","5","(2)","Chiang Rai"
"eic9","Joke Piang Dao (Mae Sai)","Thai","4.5","(67)","Chiang Rai"
"k0q3","51 Coffee Slowbar Mokapot","Beverages","4.9","(76)","Chiang Rai"
"o0c1","Tew Berry Cafe","Beverages","5","(18)","Chiang Rai"
"x2hc","Ar Rom Dee","Beverages","4.7","(500+)","Chiang Rai"
"y2mh","Coconut With Milk Smoothies","Beverages","4.7","(100+)","Chiang Rai"
"pstn","Moo Tord Kao Niew Anchan Sai Rung","Thai","4.9","(71)","Chiang Rai"
"x0jm","Somchai Pochana","Thai","4.6","(500+)","Chiang Rai"
"y6kf","Somtum Nongkran Doingam","Thai","4.6","(500+)","Chiang Rai"
"h0me","Viranee Salapao Maesai","Chinese","4.7","(91)","Chiang Rai"
"o7po","Khao Tom Kui Je Toy Ar Han Tam Sung","Thai","4.1","(100+)","Chiang Rai"
"nb4f","Kaprow Nai Chang Air (Mae Sai)","Thai","4.8","(9)","Chiang Rai"
"umr1","Yen Ta Fo  (Da Roon School)","Thai","4.6","(100+)","Chiang Rai"
"p4lh","Kaosoi Noi Indy","Thai","2.8","(100+)","Chiang Rai"
"lnpu","Green Cafe","Beverages","2.5","(13)","Chiang Rai"
"fb9v","Kongkin Lamkanad","Thai","4.4","(100+)","Chiang Rai"
"taed","Guay Tiew Ruea Thuk Park (Mae Sai)","Thai","3.4","(39)","Chiang Rai"
"rsjw","Shikku ET Cafe and Bar","Beverages","4","(41)","Chiang Rai"
"y7eu","Cold Cool Ice Cream","Thai","4.8","(52)","Chiang Rai"
"y6xw","Khaosoi Islam (Halal)","Thai","4.4","(100+)","Chiang Rai"
"s6bt","Egg Cake Thailand (Maesai)","Asian","5","(45)","Chiang Rai"
"h5cw","Potato Cheese","Thai","3.3","(91)","Chiang Rai"
"y0m3","Nam Prik Yay Pok","Thai","3.7","(100+)","Chiang Rai"
"y7wj","Niib Bistro","Thai","4.5","(100+)","Chiang Rai"
"nn4h","Hoppy Cafe (Mae Sai)","Beverages","5","(31)","Chiang Rai"
"rraf","GYO Cafe (Mae Sai)","Beverages","5","(100+)","Chiang Rai"
"bmpd","Arhan Isan Kaiyang Somtum (Ban Sansai)","Thai","2.6","(6)","Chiang Rai"
"y8hn","Krua Kao Nom","Thai","3.9","(27)","Chiang Rai"
"x1iq","1:2 Mae Sai Brew","Beverages","4.8","(2000+)","Chiang Rai"
"onlp","Krua Khun Mae Kaeng Tai 100% (Mae Sai)","Thai","5","(1)","Chiang Rai"
"dss8","Huean Chan Kaew Cafe","International","5","(42)","Chiang Rai"
"x3cq","A Pu Mu Ping","Thai","4.7","(79)","Chiang Rai"
"kitf","Ka Prao Seed","Thai","4.7","(100+)","Chiang Rai"
"y1ep","9 Coffee","Beverages","4.9","(1000+)","Chiang Rai"
"vh71","Kao Kaeng Mum Kanom Mix Ka Mook","Thai","4.6","(33)","Chiang Rai"
"s5fv","Coffee Station","Beverages","3.7","(12)","Chiang Rai"
"dx9p","Rard Na Supper Yord Pak (Mae Sai)","Thai","4.5","(79)","Chiang Rai"
"tbdi","Krua Kao Yum Kaprow Jord","Thai","4.5","(5)","Chiang Rai"
"z32d","Ahantamsang Che Porn","Thai","4.3","(100+)","Chiang Rai"
"i1to","Pen Ta Hug Cafe","Thai","4.7","(100+)","Chiang Rai"
"c381","Pa Pang  Khao Fuen Chao Kao","Thai","5","(22)","Chiang Rai"
"k3jc","Khun Tim Bakery (Chiang Rai)","Thai","4.9","(72)","Chiang Rai"
"i6pv","Krua Lung Dab","Thai","4.8","(100+)","Chiang Rai"
"bcg0","Mug Nom Sen (Kanom Jean Kod Pak)","Thai","4.5","(100+)","Chiang Rai"
"nr6k","Rice topped with curry is delicious.","Thai","5","(1)","Chiang Rai"
"w0im","Saleema Muslim Food","Thai","4.3","(32)","Chiang Rai"
"w09z","Kaotom Maliwan","Thai","4.3","(100+)","Chiang Rai"
"yci4","Kamoo Panna","Thai","4.8","(89)","Chiang Rai"
"x6nj","Kanhomjean Restaurant Rices and Noodles","Thai","4.4","(100+)","Chiang Rai"
"y7up","Sahachai","Thai","4.6","(2000+)","Chiang Rai"
"ve80","Khrua Tem Aim (Khang Rongrian Thetsaban 2 NongBua)","Thai","4.8","(100+)","Chiang Rai"
"w0hu","Porwa Farm","Thai","4.8","(500+)","Chiang Rai"
"x3gp","Khrep Ran Po","Thai","4.7","(100+)","Chiang Rai"
"a2yg","Pa Nee Arhan Tam Sang","Thai","4.4","(100+)","Chiang Rai"
"z1lb","Pa Duean Restaurant","Thai","4.3","(500+)","Chiang Rai"
"e5hp","Ran Sen Sri Kerd","Thai","4.9","(1000+)","Chiang Rai"
"eods","Sang Lah Phon La Mai","Thai","4.7","(100+)","Chiang Rai"
"zti0","Homnom","Beverages","4.2","(23)","Chiang Rai"
"x7ky","Coffee Pastel","Beverages","4.7","(100+)","Chiang Rai"
"v6mz","Krua ko bay","Thai","4.4","(500+)","Chiang Rai"
"eznk","Kuaitiao Ruea Fah Kram by Phrim Cafe","Thai","4.9","(13)","Chiang Rai"
"y7av","Hong Kong waffles - Suan Tung","Asian","4.7","(100+)","Chiang Rai"
"w6gx","Pang Yuai Sai Thalak","Thai","4.6","(100+)","Chiang Rai"
"w2tx","Nom Plus","Beverages","4.7","(100+)","Chiang Rai"
"d1vp","Teow Tomyum","Thai","4.3","(100+)","Chiang Rai"
"fj44","Khao Kha Moo Toon Pha Lo Sood Khem Khon","Thai","4.8","(75)","Chiang Rai"
"l1wn","Ha Yaek Kuaitiao Kai Tun","Thai","4.8","(100+)","Chiang Rai"
"w3jf","Wan Dee Yentafo (Ha Yaek Po Khun)","Thai","4.4","(1000+)","Chiang Rai"
"p5me","Pangpond Steak","Western","4.6","(500+)","Chiang Rai"
"a6ks","Krua Nai Nueng","Thai","4.6","(100+)","Chiang Rai"
"u3gl","Leah Coffee Art","Beverages","4.6","(100+)","Chiang Rai"
"e3sz","Ran Pa Pueng Sri Kerd","Thai","4.9","(500+)","Chiang Rai"
"kgxk","Tik Fresh Fruit","Thai","4.5","(81)","Chiang Rai"
"vx29","Aina's house","Thai","4.9","(11)","Chiang Rai"
"nztt","Auk Eik Shabu Ping Yang","Thai","3","(1)","Chiang Rai"
"tay5","Khua Nai Chang and Yum Kon Wang","Thai","4.4","(17)","Chiang Rai"
"rivs","Bameekeaw Kwangtung Yaowarat","Thai","4.7","(500+)","Chiang Rai"
"y0ih","Shushi Night Bazaar","Japanese","4.3","(21)","Chiang Rai"
"p9en","Wua Luan Luan Mai Mee Kwai Prasom (Walking Street Chiang Rai)","Beverages","4.8","(1000+)","Chiang Rai"
"g2vw","Somtum Khun Kung","Thai","4.3","(75)","Chiang Rai"
"v0jb","Sareeneen Food and Sweet","Thai","4.7","(100+)","Chiang Rai"
"f6wr","TOMATO Japanese Restaurant","Japanese","5","(39)","Chiang Rai"
"v0lb","Guay Tieow Jae Heiang","Thai","4.8","(500+)","Chiang Rai"
"mtoa","Goh Sa Eat","Thai","2.7","(27)","Chiang Rai"
"v5zs","Kuayteaw Reua Nah Rhongpak","Thai","3.4","(86)","Chiang Rai"
"p8nc","Yum Look Hia Lan Lan","Thai","4.2","(100+)","Chiang Rai"
"e3bq","Hot Pot Soup and Spicy Soup","Thai","4.7","(500+)","Chiang Rai"
"dpgv","Larb Pa Tip Jao Kao","Thai","4.2","(28)","Chiang Rai"
"zcp6","Suki Look Hia Lan","Thai","5","(16)","Chiang Rai"
"ae7m","NAMBA Kushikatsu Bar","Japanese","4.9","(26)","Chiang Rai"
"c88w","Baan Bamee Pu Namya Tai Kod Pu","Thai","4.9","(65)","Chiang Rai"
"y4fv","Somtum Rabert","Thai","4.6","(100+)","Chiang Rai"
"g3m0","Ka Prow Chai Loei","Thai","4.8","(27)","Chiang Rai"
"f6ro","NATSU Izakaya","Japanese","4.9","(100+)","Chiang Rai"
"v6wl","Indy Bamee Chiang Rai","Thai","4.2","(100+)","Chiang Rai"
"w2tk","Saharot Paokhun","Thai","4.4","(500+)","Chiang Rai"
"u0xn","Simply Northern Thai Food","Thai","4.2","(500+)","Chiang Rai"
"x0in","Mae Sriwai Thai Esan Sausage","Thai","4.6","(100+)","Chiang Rai"
"jp9p","K BUB KUB","Thai","4.1","(41)","Chiang Rai"
"m4zr","Sakulthip Kitchen","Thai","4.7","(100+)","Chiang Rai"
"w2jg","Enjoy","Beverages","4.6","(100+)","Chiang Rai"
"rbva","Mongni Cafe (Chiang Rai)","Beverages","4.9","(100+)","Chiang Rai"
"xs95","Joke Pim Thong (Tiantai)","Thai","3.1","(30)","Chiang Rai"
"v4yb","Jay Thorn Pickled Fruits","Thai","4.1","(100+)","Chiang Rai"
"glu3","Ran Hong Kong Thot (Night Bazaar)","Thai","4.7","(38)","Chiang Rai"
"wuae","Connect Cafe","Thai","4.4","(100+)","Chiang Rai"
"v8nm","Ribs and Co.","Thai","4.6","(500+)","Chiang Rai"
"fmps","Moo Thot Nong Mam (Chiang Rai)","Thai","2.8","(23)","Chiang Rai"
"v2yj","Work at Home","Thai","4.9","(36)","Chiang Rai"
"v0wj","Thung tang tung smoothie","Beverages","4.5","(100+)","Chiang Rai"
"g6q2","Urban Pizza (Chiang Rai)","Italian","4.3","(80)","Chiang Rai"
"t40z","Rod Yum Arhan Tam Sang","Thai","5","(3)","Chiang Rai"
"sw38","Kai Whan Ban Sushi (Chiang Rai)","Japanese","4.8","(22)","Chiang Rai"
"o8ic","B and B Pizza (Farm Land)","Italian","4.3","(100+)","Chiang Rai"
"ggfz","Korean spicy noodles (ramyun)","Korean","5","(1)","Chiang Rai"
"z6jf","Joy Fresh Fruits","Thai","4.7","(500+)","Chiang Rai"
"gvjl","Kamoo Ju Jai","Thai","4.5","(14)","Chiang Rai"
"e7lg","Kafae Rot Lueang","Thai","4.6","(500+)","Chiang Rai"
"sy9c","Nescafe Street Cafe (Thanalai Rd.)","Beverages","5","(10)","Chiang Rai"
"w5yz","Nom Rot Chomphu","Beverages","4.7","(100+)","Chiang Rai"
"fjw8","Sa Kan Ya","Japanese","4.8","(10)","Chiang Rai"
"txxq","Oops Egg (J Market Chiang Rai)","International","4.5","(36)","Chiang Rai"
"onq1","Bon Semi Cafe","Thai","4.6","(10)","Chiang Rai"
"icad","Wall's Ice Cream Waraporn","Ice Cream","5","(7)","Chiang Rai"
"e1a6","Yoguruto (Chiang Rai)","Beverages","5","(6)","Chiang Rai"
"p199","Jok Hed Hom (Kad Luang)","Thai","4.9","(7)","Chiang Rai"
"v8gg","Khao Mankai Leukdai","Thai","4.5","(500+)","Chiang Rai"
"v9kh","Accha Authentic Indian Cuisine (Chiang Rai)","Indian","3.9","(100+)","Chiang Rai"
"gah7","Nunglen Roti (Thai Hospital Branch)","Thai","4.6","(100+)","Chiang Rai"
"jik8","Som Tum Lom Put Teung","Thai","4.5","(500+)","Chiang Rai"
"u0jz","Pad Thai Clock Tower","Thai","4.6","(2000+)","Chiang Rai"
"i2oy","Mithuna (Korean Food)","Thai","4.4","(71)","Chiang Rai"
"x9bt","Chok Khao Tom Khao Hom - Kadluang","Thai","4.7","(100+)","Chiang Rai"
"w4rg","Kai Thot Hat Yai Sai Thong","Thai","4.7","(100+)","Chiang Rai"
"v0ko","King Ramen","Japanese","4.2","(100+)","Chiang Rai"
"e6ym","Kuaitiao Pa Bai","Thai","4.3","(100+)","Chiang Rai"
"n7b5","Lukchin Pla ChokChai","Thai","4.3","(94)","Chiang Rai"
"e3c4","Pang Cha","Beverages","4.4","(3)","Chiang Rai"
"jnnm","Steak Bengal Chiang Rai","International","4.9","(100+)","Chiang Rai"
"op3s","Kluay Tod Boran (Chiang Rai Prachanukroh Hospital)","Thai","4.9","(90)","Chiang Rai"
"b1jv","Ar Han Tam Sung An Khun Ja Baan Yai","Thai","4.3","(100+)","Chiang Rai"
"xsoc","Gu Roti Chiang Rai","Thai","4.7","(100+)","Chiang Rai"
"g6ir","Hia Rom Noodle","Thai","4.5","(100+)","Chiang Rai"
"hlhm","Kha Mu Nai T Pa Lo Tau Tan","Thai","5","(42)","Chiang Rai"
