"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"uuni","C Ple Coffee","Thai","4.8","(30)","Chon Buri"
"eav0","Kanom Krok Bitey and Kanom Bueang (Sal Tekniao)","Thai","4.9","(100+)","Chon Buri"
"l5xy","Kaithodmueagling at tamsung nongpim","Thai","4.7","(100+)","Chon Buri"
"r7yc","Khrua Kra Phrao Kaw Pad Pu","Thai","4.7","(500+)","Chon Buri"
"gkox","Suncha","Beverages","3.7","(5)","Chon Buri"
"r4sq","Sizzler (Central Chonburi)","International","4.7","(91)","Chon Buri"
"vccx","Kuaitiao Moo Hoi Jor Pu Ban Bueng","Thai","5","(24)","Chon Buri"
"dokz","Jie Aum Tamsang","Thai","4.7","(100+)","Chon Buri"
"ec9o","Funky Fries (Makro Chonburi)","American","4.8","(66)","Chon Buri"
"n3yd","Green Cafe Kafee Nan","Beverages","4.9","(68)","Chon Buri"
"cavc","Tops at Taste (Robinson Chonburi)","Thai","5","(10)","Chon Buri"
"ylvy","BLK Boba Ang Sila","Beverages","4.9","(55)","Chon Buri"
"ihko","Cafe Amazon (Big C Extra Sukhumvit (Chonburi) - 97113)","Beverages","4.9","(90)","Chon Buri"
"p1fl","Kaow Mon Kai ThongSim","Thai","4.8","(100+)","Chon Buri"
"ex7o","Khao KhaiKhon","Thai","5","(41)","Chon Buri"
"c8x2","A Roi (Bansuan Chonburi)","Beverages","4.8","(58)","Chon Buri"
"zv9i","Sip Coffee Zone 1","Beverages","4.8","(100+)","Chon Buri"
"d78j","Kanom Kui Chai Jae Buay","Chinese","5","(45)","Chon Buri"
"i9gy","Ban Phrik Kluea","Thai","5","(100+)","Chon Buri"
"sufz","Arhan Tam Sang (Suan Than Nart)","Thai","5","(9)","Chon Buri"
"qz8f","Kuay Tiao Rue Kala Chon Buri","Thai","4.3","(75)","Chon Buri"
"s1nt","K Corner","International","4.9","(18)","Chon Buri"
"wm4c","Shiba Hokkaido Milk Tea (Ban Suan Chonburi)","Beverages","4.5","(11)","Chon Buri"
"aa5j","Pa So Ahan Tam Sang","Thai","5","(3)","Chon Buri"
"m0ek","Pizza Hut (Lotus Chonburi)","Italian","4.9","(100+)","Chon Buri"
"e5x4","Fresh Corner Coffee","Beverages","5","(1)","Chon Buri"
"seco","Nam Di Pet Tun","Thai","5","(3)","Chon Buri"
"w5w3","Guaytiew Moo Tomyum Tumlueng Nai Eke (Amata Chonburi)","Thai","2.2","(33)","Chon Buri"
"uce1","Yok Pon Khun Bok Noodles (Branch 24)","Thai","4.8","(100+)","Chon Buri"
"r8rf","BLK. Boba (Chonburi)","Beverages","4.8","(100+)","Chon Buri"
"dpio","Puk Radna and Arhan Tamsung (Talad Lang)","Thai","4.9","(65)","Chon Buri"
"ijft","Heng Heng  Ek Khaomankai Hailam Tam Sang Chan Raboed","Thai","4.9","(4)","Chon Buri"
"opfb","Angel Coffee Cherry","Beverages","4.4","(4)","Chon Buri"
"j5fw","Burger King (PTT Baan Suan)","American","4.9","(23)","Chon Buri"
"q0is","Fish Dumplings 753","Chinese","4.8","(100+)","Chon Buri"
"z7ll","Leng Zap Hongtea By Mr.James","Thai","4.8","(100+)","Chon Buri"
"f9mb","Mae Samruay Padthai","Thai","4.7","(10)","Chon Buri"
"j7cl","Som Tam Krok Yak","Thai","4.7","(100+)","Chon Buri"
"n6tf","Pa Maem A-Han Tam Sang","Thai","5","(71)","Chon Buri"
"dnqm","Pad Thai Yaek Mit Kamon","Thai","4.9","(22)","Chon Buri"
"dfs4","Laab Kon Udon (Nong Prue)","Thai","5","(4)","Chon Buri"
"s9dv","Pi Kai Nam Ngieow Khao Soi","Thai","4.6","(18)","Chon Buri"
"fn0e","Kanom Ban Tan Dee Halal","Thai","4.7","(17)","Chon Buri"
"t60h","Mod Daeng Kaeng Tai","Thai","4.1","(8)","Chon Buri"
"r8rg","Krua khun lung (Chokchai Village 10)","Thai","4.5","(97)","Chon Buri"
"m8aw","Meet Up Cafe (Pattaya)","Thai","3.4","(10)","Chon Buri"
"qp0w","Na Na Bakery","Thai","5","(9)","Chon Buri"
"c5fo","Bamee Nhong Cha Cha Cha PTT Nong Prue","Thai","4.6","(100+)","Chon Buri"
"b8wu","Bualoy Classic Boon Sampan","Thai","4.5","(100+)","Chon Buri"
"wksl","Vagabonds Sports Bar and Grill","American","4.1","(100+)","Chon Buri"
"rlkz","Aroi Sure Krua  Jae Na","Thai","4.9","(21)","Chon Buri"
"fb6l","Ma La Kathoey","Chinese","2.8","(7)","Chon Buri"
"e9ji","Sa-ke Sushi","Japanese","4.6","(500+)","Chon Buri"
"y2z6","Arhan Tamsang Khon Phetchabun (Huayyai Soi 9)","Thai","4.2","(6)","Chon Buri"
"w4la","Vespresso Restaurant","Italian","4.7","(100+)","Chon Buri"
"oicz","Mea Siri","Thai","5","(20)","Chon Buri"
"lnyl","Crepe Sai Tha Lak and Cha Nom Khai Mook Fin Station","Desserts","3.8","(2)","Chon Buri"
"l2yk","Cafe by Siri Shop","Beverages","5","(33)","Chon Buri"
"mn0l","An Chan R Han Tam Sang","Thai","3.3","(37)","Chon Buri"
"lab0","Aroi Rungrueang","Thai","4.8","(100+)","Chon Buri"
"d5j5","Somtam Kai Yang Nai Hon","Thai","5","(25)","Chon Buri"
"aozj","Laila House Cafe","Beverages","5","(4)","Chon Buri"
"yetu","Wooden Box Breakfast and Cafe","Beverages","4.7","(34)","Chon Buri"
"y8kl","Pumpuis restaurant","Italian","4.2","(27)","Chon Buri"
"j1x9","Khao Kha Moo Tom Lued Moo Leng Zab Rod Ded","Thai","4.6","(21)","Chon Buri"
"tews","Guay Tiew Sukhothai","Thai","4.9","(40)","Chon Buri"
"th0p","Chok Teo Chew","Chinese","4.3","(16)","Chon Buri"
"prau","Ka Phao Boran at Sudket Pattaya","Thai","4.7","(100+)","Chon Buri"
"jwsy","Joe Kaprow ped","Thai","4.9","(100+)","Chon Buri"
"mly1","Toom Home Isan","Thai","4.5","(100+)","Chon Buri"
"ss1b","Larb Ubon Rod Ded (Huai Yai)","Thai","4.9","(39)","Chon Buri"
"z7vx","Koree Roti Halal","Indian","4.8","(1000+)","Chon Buri"
"m1sj","Drum Fried Chicken (DFC)","Thai","4.7","(95)","Chon Buri"
"tza6","Punpo Maprao Pao Pun Nomsod (The Chilled)","Beverages","4.8","(72)","Chon Buri"
"r1ai","Fah Sang (Khao Noi Pattaya)","Thai","4.5","(85)","Chon Buri"
"rtwu","Jakkajan Arhan Isan","Thai","2.9","(16)","Chon Buri"
"tecr","Chai Xi Bamhee Giew (Soi 9 Khao Noi)","Thai","3","(10)","Chon Buri"
"o2r3","Alan Burger (Khao Noi)","American","4.2","(100+)","Chon Buri"
"l675","CC Home Cafe","Beverages","4.8","(64)","Chon Buri"
"a4pr","Guaytiew Bamee Chaysee Hodeang","Thai","4.5","(100+)","Chon Buri"
"ze6o","Big Mouth Kebabs","Middle Eastern","3","(71)","Chon Buri"
"a5xt","Imm Aroi Kitchen","Thai","4.8","(100+)","Chon Buri"
"fc2g","Nicha Cha Coffee","Beverages","5","(1)","Chon Buri"
"jjyi","Nong Prue Ka Fae Sod","Beverages","3.4","(8)","Chon Buri"
"n7bj","Tiger Burger's By Food Tiger","American","4.5","(46)","Chon Buri"
"f7cy","Kao Ka Moo Ovaltine","Thai","4.8","(100+)","Chon Buri"
"c5cn","Koree Chachuk Tai Halal","Beverages","4.8","(100+)","Chon Buri"
"e4xe","Kanom Hwan Ban Khun Yai","Thai","4.3","(57)","Chon Buri"
"v8jl","Alif Grilled Banana","Thai","4.7","(17)","Chon Buri"
"m0gk","Chamichi Nongkrabok","Beverages","4.9","(47)","Chon Buri"
"e9af","Deep Fried Banana Morradok Mae","Thai","4","(43)","Chon Buri"
"f2ua","KABUBKAI BFOODTRUCK HALAL","Mediterranean","4.7","(26)","Chon Buri"
"skpe","M and M Italian Pizzeria and Restaurant","Italian","4.6","(100+)","Chon Buri"
"re5o","Indy Maphrao Pan Nom Sot","Thai","5","(12)","Chon Buri"
"fsrm","Sa Tha Nee Zab Pattaya","Thai","4.8","(25)","Chon Buri"
"qo6d","Man Fa Lang Potato Condominium","American","4.9","(34)","Chon Buri"
"gbiz","Nureen Kaitord Kaomhokkai Halal Food","Thai","4.7","(100+)","Chon Buri"
"a9rg","Imron Kebab Cheese Halal","Middle Eastern","4.5","(100+)","Chon Buri"
"b1qn","Ta moo Hokkaido Milk Tea and Restaurant","Beverages","4.6","(500+)","Chon Buri"
"o7hr","Bua Loy Soi Nern - Bunjupan","Thai","4.9","(18)","Chon Buri"
"c62n","Jhe Sa Ahan Chan Det","Fast Food","4.9","(17)","Chon Buri"
"tktr","Suki Tee Noi (Bangchak Pattaya)","Thai","5","(4)","Chon Buri"
"at80","Epic Steak House","American","2.2","(2)","Chon Buri"
"s1ki","Kai...Kai","International","4.6","(1000+)","Chon Buri"
"g6nd","Ran Leng Zap By J'Dao","Thai","4.4","(73)","Chon Buri"
"l3nb","Sampeenong","Thai","4.6","(100+)","Chon Buri"
"w1o1","Tam Nan Jeaw Hon (Maha Sarakham)","Thai","3","(15)","Chon Buri"
"mgos","The Last Train Restaurant","Thai","4.5","(25)","Chon Buri"
"vah7","Ko Roti Cha Chuk (Pattaya)","Thai","4.9","(100+)","Chon Buri"
"z5tb","Krua Marium","Thai","4.8","(100+)","Chon Buri"
"auju","One More Coffee and Cafe","Beverages","3.7","(3)","Chon Buri"
"u7r2","Modern Chill Steak House","International","3.8","(15)","Chon Buri"
"p996","Croissant Taiyaki by Snow Cloudy (Lotus Pattaya Tai)","International","4.6","(5)","Chon Buri"
"j771","I Cha Bubble Milk Tea by LL","Beverages","4.7","(12)","Chon Buri"
"gen8","Crepe Ban Noen Thang Rotfai (Thanon Liap Thang Rotfai)","Desserts","4.7","(22)","Chon Buri"
"qwp4","Italian House Restaurant","Italian","4.7","(2)","Chon Buri"
"hrl2","Khao Kaprao (Chaiyapruek)","Thai","4.1","(14)","Chon Buri"
"b6nf","Por Pla Kitchen","Thai","4.6","(500+)","Chon Buri"
"pmfz","Yok Joke Tom Lerd Mhoo Ros Ded","Thai","4.4","(98)","Chon Buri"
"w186","Kin Na Khon Dee","Thai","4.4","(100+)","Chon Buri"
"thq6","Khrua Lap","Thai","4.6","(100+)","Chon Buri"
"n220","Nong Hua Pla Mho Fhai","Thai","2.1","(6)","Chon Buri"
"pa3i","Cheesy Chicken Kebub (Soi Wat Dham)","International","4.8","(100+)","Chon Buri"
"t78v","Baan Kaprao Poo","Thai","4.5","(85)","Chon Buri"
"b9no","Ta moo Restaurant","Thai","4.5","(500+)","Chon Buri"
"xp08","Sky Lab Arhan Tamsang","Thai","4.5","(28)","Chon Buri"
"aa4h","Muek Yang Sab","Thai","3.8","(6)","Chon Buri"
"ynmy","Kodeng - Hodeng Noodles (Ambassador Hotel)","Thai","4.9","(30)","Chon Buri"
"kvu3","Lung Kai Kao Tom Kui To Rung","Thai","4.7","(59)","Chon Buri"
"mzu5","Nincha (Khubon 27)","Beverages","4.8","(6)","Chon Buri"
"p82w","Yai Yai Chicken Rice (Family Na Jomtien Soi 2)","Thai","4.6","(31)","Chon Buri"
"yr10","Khao Tom Chok Anan","Thai","4.8","(100+)","Chon Buri"
"i1lu","Jason Steak House","Western","4.4","(100+)","Chon Buri"
"wnca","Mamuang Nampla Wan by Penthouse Food","Thai","4.9","(69)","Chon Buri"
"tmx0","Sweet​ Cherry","International","4.9","(71)","Chon Buri"
"d2y1","Hokkaido (Branch 1)","Japanese","4.4","(100+)","Chon Buri"
"isj9","Krua Ja Kung","Thai","4.8","(100+)","Chon Buri"
"wwqn","Gabbar meets mona","International","2.5","(4)","Chon Buri"
"tot5","Arom Baan Baan Noodle","Asian","4.6","(64)","Chon Buri"
"la29","Kao Tom Meng Pu Dong (Pattaya)","Thai","5","(3)","Chon Buri"
"q8z7","Bamee Khai  Khao Noi","Thai","4.8","(100+)","Chon Buri"
"oot9","Tiew Ruea Ar Rom Dee (Pattaya Klang)","Thai","4.6","(63)","Chon Buri"
"wpdl","Box Sugar (Soi Noen Plub Wan)","Thai","4.8","(58)","Chon Buri"
"lbg9","Steak School Cafe","Western","3.6","(17)","Chon Buri"
"ltgg","Khaomankai Guaytiew Kai Mae Boonruen","Thai","4.7","(100+)","Chon Buri"
"cumg","Huean Khao Hom","Thai","4.6","(93)","Chon Buri"
"qlxt","Aoh Kebab Kai (Outlet Mall)","Indian","3.8","(4)","Chon Buri"
"e2gc","Khrua Pa Gai","Thai","4.8","(100+)","Chon Buri"
"aaq5","Santafe Steak (BigC Pattaya South)","International","4.9","(100+)","Chon Buri"
"kn0e","Zaap Pak San Ponlamai Kluk","Thai","5","(17)","Chon Buri"
"gedc","Frost Bingsu and Dessert","Thai","4.6","(97)","Chon Buri"
"j7bq","Yen Ta Fo Phutthakhun","Thai","4.9","(45)","Chon Buri"
"ludw","Zap Aroi","Asian","4.6","(10)","Chon Buri"
"l6ne","Berry Smoothie","Thai","5","(48)","Chon Buri"
"v27a","Mhan Ka Phrao Phrik Hang (Pattaya)","Thai","4.6","(100+)","Chon Buri"
"x9lr","Gu Ja Yum","Thai","4.5","(8)","Chon Buri"
"plh1","Khot Aroi Khao Tom Kui","Thai","4.2","(73)","Chon Buri"
"zpwi","Mamuang Bao Nam Pla Wan Khun Yai (Thanon Thepprasit)","Thai","4.9","(97)","Chon Buri"
"n0fj","Hey! Sushi","Japanese","3.9","(100+)","Chon Buri"
"i2id","Krua Jae Aod Arhan Tam Sung","Thai","4.4","(100+)","Chon Buri"
"dh1g","Krua Sayan","Thai","5","(1)","Chon Buri"
"sfgw","S&P Bakery Shop (Big C South Pattaya)","International","3.1","(2)","Chon Buri"
"z6bu","Mango And Sticky Rice Tukta","Thai","4.6","(100+)","Chon Buri"
"h7xp","Berry Smoothie The Market Nern Plub Wan","Beverages","4.8","(100+)","Chon Buri"
"hrr5","Veehee","International","4.9","(19)","Chon Buri"
"qfml","Yuzu House by Honey Moni (Little Walk Pattaya)","Beverages","5","(1)","Chon Buri"
"c9tk","Kebab Chicken Cheese Pattaya","Mediterranean","4.9","(100+)","Chon Buri"
"bm15","Aim Kao Kaeng Tai (Bangchak Gas Station Pattaya Klang)","Thai","4.7","(40)","Chon Buri"
"t4lb","Jolly Fish and Chips","60 min","3.9","(100+)","Chon Buri"
"hqep","Shintake Restaurant","Japanese","4.9","(38)","Chon Buri"
"s9bo","Moo Ping Pa Pa","Thai","4.8","(100+)","Chon Buri"
"lbhl","Sen Yai (Soi Noen Plubwan)","Desserts","5","(4)","Chon Buri"
"eo0k","Aroi in (Park Lane Nong Prue)","International","4.9","(65)","Chon Buri"
"ss5s","Pattaya Seafood (Jomtien Road)","Thai","3.3","(6)","Chon Buri"
"bg1l","Krispy Kreme (Little Walk Pattaya)","International","4.8","(82)","Chon Buri"
"q3kc","Wan Son Priao","Thai","5","(17)","Chon Buri"
"gtyk","Ohkajhu (Index Pattaya)","International","4.8","(60)","Chon Buri"
"fvd4","Ban Steak 79","Thai","4.7","(100+)","Chon Buri"
"qf5e","On Tops Kitchen","Thai","5","(2)","Chon Buri"
